mu,rho,ll
0.362822,0.057791,-1827.450684
0.363485,0.056926,-1827.116211
0.364634,0.056622,-1828.052734
0.364634,0.056622,-1827.568848
0.363186,0.05594,-1828.046631
0.362557,0.053592,-1828.909058
0.364858,0.05682,-1827.038696
0.364858,0.05682,-1827.438843
0.364858,0.05682,-1827.095093
0.364691,0.0567,-1827.729492
0.364266,0.056269,-1827.484375
0.362865,0.055213,-1827.449585
0.362865,0.055213,-1828.251465
0.362098,0.055544,-1826.883057
0.364137,0.055873,-1826.911865
0.360811,0.054549,-1827.844116
0.360811,0.054549,-1827.213989
0.363329,0.056407,-1828.014526
0.363387,0.057792,-1827.580444
0.363387,0.057792,-1826.622437
0.363373,0.058649,-1826.904541
0.364837,0.05934,-1826.518921
0.362316,0.058367,-1826.571777
0.362316,0.058367,-1826.742676
0.364527,0.058953,-1827.272095
0.364952,0.059098,-1827.912598
0.365004,0.058427,-1827.162354
0.362835,0.055873,-1826.79895
0.362835,0.055873,-1827.145264
0.364419,0.055819,-1827.837402
0.36287,0.059155,-1827.525635
0.360382,0.056577,-1827.176758
0.357501,0.056441,-1826.258301
0.357402,0.056511,-1827.062256
0.357899,0.05543,-1827.249756
0.357899,0.05543,-1826.805542
0.358601,0.054944,-1826.866333
0.35635,0.054484,-1827.209229
0.356874,0.055751,-1826.241089
0.356874,0.055476,-1826.915771
0.355423,0.056491,-1826.822754
0.352071,0.055772,-1826.546631
0.349847,0.057458,-1826.69458
0.348985,0.055736,-1825.751953
0.349284,0.055687,-1825.982544
0.346219,0.055802,-1826.647949
0.346111,0.057119,-1825.696045
0.346111,0.057119,-1825.472656
0.348481,0.056313,-1825.762085
0.348321,0.053949,-1826.540771
0.348321,0.053949,-1826.072876
0.349411,0.054321,-1826.677856
0.349411,0.054321,-1826.173828
0.34985,0.053966,-1827.008301
0.350268,0.05267,-1826.821045
0.351821,0.051819,-1827.300049
0.351821,0.051819,-1827.012329
0.351232,0.049565,-1827.620972
0.354339,0.048173,-1829.24353
0.354339,0.048173,-1829.20459
0.354339,0.048173,-1829.393677
0.354832,0.048847,-1829.277222
0.356048,0.049981,-1829.049683
0.3553,0.05341,-1827.113037
0.354401,0.052247,-1827.864746
0.354401,0.052247,-1827.656006
0.354524,0.051543,-1828.036621
0.355358,0.051002,-1828.209717
0.355112,0.051335,-1828.694824
0.354403,0.051837,-1828.371338
0.354823,0.05087,-1827.56604
0.354302,0.049343,-1827.364258
0.354302,0.049343,-1829.006348
0.352014,0.049635,-1828.09668
0.352014,0.049635,-1827.852783
0.351727,0.04939,-1828.786743
0.350449,0.049903,-1828.503662
0.349883,0.048974,-1828.675293
0.348479,0.048935,-1829.000977
0.348322,0.049502,-1828.054443
0.348255,0.049397,-1828.252197
0.349055,0.050176,-1828.436157
0.347917,0.050572,-1828.234497
0.348193,0.048049,-1829.453735
0.3478,0.048792,-1829.16748
0.346396,0.04844,-1828.935303
0.346396,0.04844,-1829.232422
0.346396,0.04844,-1829.483887
0.344008,0.048999,-1828.461426
0.346922,0.047962,-1828.730591
0.346922,0.047962,-1829.240234
0.344585,0.04758,-1829.051514
0.343938,0.047998,-1828.635986
