,alpha,mu,omega,logposterior
473,0.04937638,1.1626863,0.68359196,-1968.1060791015625
474,0.049421087,1.1673199,0.68473583,-1968.5897216796875
475,0.049421087,1.1673199,0.68473583,-1966.36572265625
476,0.049421087,1.1673199,0.68473583,-1967.8629150390625
477,0.049976233,1.2031678,0.69211936,-1966.5948486328125
478,0.049417023,1.1751469,0.6908875,-1966.8072509765625
479,0.049417023,1.1751469,0.6908875,-1965.19091796875
480,0.04931004,1.1877172,0.6980205,-1965.862060546875
481,0.04989555,1.2058539,0.69904685,-1965.3006591796875
482,0.049827978,1.2043475,0.70824385,-1964.6309814453125
483,0.049827978,1.2043475,0.70824385,-1967.374267578125
484,0.04993901,1.2241861,0.7188514,-1971.0487060546875
485,0.04993901,1.2241861,0.7188514,-1975.0172119140625
486,0.05069837,1.2449377,0.7059716,-1965.067626953125
487,0.049558006,1.2511554,0.70255774,-1965.0028076171875
488,0.049558006,1.2511554,0.70255774,-1964.3697509765625
489,0.049558006,1.2511554,0.70255774,-1964.6527099609375
490,0.04962502,1.2459772,0.7084755,-1963.55224609375
491,0.04940749,1.2498019,0.71166366,-1963.764404296875
492,0.048284065,1.2462908,0.7317272,-1963.843994140625
493,0.048279412,1.2354292,0.7271116,-1974.030517578125
494,0.048279412,1.2354292,0.7271116,-1970.860107421875
495,0.048711028,1.2309519,0.721405,-1966.2635498046875
496,0.048660003,1.221792,0.7138656,-1963.228515625
497,0.048660003,1.221792,0.7138656,-1962.574462890625
498,0.048039243,1.2170273,0.71734214,-1962.76611328125
499,0.047981013,1.2409071,0.71448296,-1964.6651611328125
500,0.047991324,1.2667797,0.701511,-1964.1795654296875
501,0.048243936,1.2477907,0.7038653,-1963.03662109375
502,0.048243936,1.2477907,0.7038653,-1963.36962890625
503,0.04817762,1.2584586,0.7124641,-1964.092529296875
504,0.047440756,1.2602048,0.70807534,-1963.9151611328125
505,0.047440756,1.2602048,0.70807534,-1963.1114501953125
506,0.047157142,1.2633516,0.72199243,-1961.6549072265625
507,0.047157142,1.2633516,0.72199243,-1963.9307861328125
508,0.047564376,1.2554694,0.71185946,-1962.0162353515625
509,0.047564376,1.2554694,0.71185946,-1961.0467529296875
510,0.047564376,1.2554694,0.71185946,-1962.574951171875
511,0.047211703,1.2442228,0.7212356,-1963.267578125
512,0.047211703,1.2442228,0.7212356,-1961.3515625
513,0.047150195,1.238045,0.7208299,-1960.74951171875
514,0.047150195,1.238045,0.7208299,-1963.172607421875
515,0.047150195,1.238045,0.7208299,-1961.044921875
516,0.04672589,1.2370129,0.7243882,-1965.118408203125
517,0.04672589,1.2370129,0.7243882,-1962.7645263671875
518,0.04672589,1.2370129,0.7243882,-1965.0731201171875
519,0.04672589,1.2370129,0.7243882,-1961.782958984375
520,0.046926886,1.2454394,0.71374935,-1963.30908203125
521,0.046002313,1.2462265,0.7131349,-1963.4429931640625
522,0.046002313,1.2462265,0.7131349,-1962.7333984375
523,0.046002313,1.2462265,0.7131349,-1961.68896484375
524,0.046002313,1.2462265,0.7131349,-1964.412841796875
525,0.045837376,1.2515135,0.6977241,-1963.7572021484375
526,0.04616194,1.2698466,0.7017075,-1963.258056640625
527,0.04616194,1.2698466,0.7017075,-1963.4610595703125
528,0.04643453,1.2778164,0.6991779,-1963.7047119140625
529,0.04643453,1.2778164,0.6991779,-1963.4095458984375
530,0.046203326,1.2748586,0.70783806,-1961.92333984375
531,0.046203326,1.2748586,0.70783806,-1962.5963134765625
532,0.04622101,1.2850882,0.71070755,-1961.916015625
533,0.04622101,1.2850882,0.71070755,-1961.7274169921875
534,0.04622101,1.2850882,0.71070755,-1962.030517578125
535,0.04622101,1.2850882,0.71070755,-1961.9583740234375
536,0.04575237,1.2931215,0.7196105,-1963.7598876953125
537,0.045224663,1.307466,0.72030413,-1960.72021484375
538,0.045224663,1.307466,0.72030413,-1961.7344970703125
539,0.045224663,1.307466,0.72030413,-1962.012939453125
540,0.04589644,1.3135264,0.7265102,-1960.942138671875
541,0.04565681,1.3184029,0.7247029,-1961.8873291015625
542,0.04560482,1.329145,0.7228512,-1961.9779052734375
543,0.045317292,1.3230296,0.72478735,-1962.178466796875
544,0.045028806,1.3390461,0.7244388,-1960.9483642578125
545,0.045028806,1.3390461,0.7244388,-1960.9945068359375
546,0.04502796,1.320091,0.72449666,-1961.179931640625
547,0.04502796,1.320091,0.72449666,-1961.725341796875
548,0.04502796,1.320091,0.72449666,-1961.0819091796875
549,0.04543086,1.3192433,0.7218805,-1961.629150390625
550,0.045421146,1.3248835,0.72410965,-1961.3917236328125
551,0.04525043,1.312318,0.7326627,-1962.0093994140625
552,0.04587935,1.328792,0.7339665,-1961.8521728515625
553,0.04587935,1.328792,0.7339665,-1961.9427490234375
554,0.045974188,1.3207346,0.72793424,-1961.527587890625
555,0.04671342,1.3306183,0.72646844,-1961.1424560546875
556,0.048093047,1.3521498,0.7375066,-1961.0350341796875
557,0.047181163,1.3412913,0.7298346,-1961.4815673828125
558,0.047021452,1.3390986,0.7303756,-1961.4351806640625
559,0.047021452,1.3390986,0.7303756,-1960.330078125
560,0.04672083,1.3660686,0.7284193,-1961.0057373046875
561,0.04672083,1.3660686,0.7284193,-1961.270263671875
562,0.047151733,1.3536822,0.74336946,-1961.51318359375
563,0.047151733,1.3536822,0.74336946,-1961.28515625
564,0.046430364,1.367579,0.73912436,-1960.0484619140625
565,0.046430364,1.367579,0.73912436,-1963.36962890625
566,0.04719309,1.3686451,0.7306328,-1960.069091796875
567,0.04719309,1.3686451,0.7306328,-1960.706298828125
568,0.04701392,1.3717895,0.7390645,-1962.8253173828125
569,0.047121674,1.3441179,0.73117805,-1961.195556640625
570,0.04730211,1.362209,0.7276151,-1960.39453125
571,0.04713337,1.390539,0.7237322,-1961.4610595703125
572,0.04757506,1.3970349,0.7243321,-1962.589599609375
573,0.047225256,1.3738178,0.73417693,-1960.7308349609375
574,0.04653663,1.3984011,0.7446281,-1959.8177490234375
575,0.04653663,1.3984011,0.7446281,-1960.780517578125
576,0.04653663,1.3984011,0.7446281,-1959.9921875
577,0.046994902,1.3998429,0.7410233,-1960.2637939453125
578,0.046994902,1.3998429,0.7410233,-1960.278076171875
579,0.04785659,1.383576,0.7379222,-1961.0101318359375
580,0.04814358,1.3900715,0.7332608,-1960.7987060546875
581,0.04849555,1.3872303,0.72314394,-1962.29248046875
582,0.04849555,1.3872303,0.72314394,-1962.47900390625
583,0.048111707,1.3778883,0.73829895,-1960.9019775390625
584,0.048111707,1.3778883,0.73829895,-1960.197998046875
585,0.047807403,1.4061757,0.74062824,-1959.581787109375
586,0.04788525,1.3935893,0.726985,-1961.6614990234375
587,0.047349047,1.401479,0.73389494,-1960.897216796875
588,0.04732651,1.4002626,0.74918526,-1960.59716796875
589,0.04732651,1.4002626,0.74918526,-1961.121826171875
590,0.047055513,1.4149141,0.75905174,-1961.6141357421875
591,0.047172863,1.4044821,0.7536153,-1960.75390625
592,0.047172863,1.4044821,0.7536153,-1962.8792724609375
593,0.04761354,1.3992735,0.7486711,-1961.500244140625
594,0.048013505,1.3826323,0.75561804,-1962.7620849609375
595,0.04870089,1.3715281,0.75867325,-1968.642822265625
596,0.048828825,1.3712462,0.7574971,-1960.940185546875
597,0.04904126,1.3727747,0.7440674,-1964.2850341796875
598,0.04904126,1.3727747,0.7440674,-1960.330078125
599,0.04904126,1.3727747,0.7440674,-1961.6939697265625
600,0.049696073,1.4029131,0.7492413,-1959.9559326171875
601,0.050471053,1.4060762,0.74614483,-1959.4256591796875
602,0.050471053,1.4060762,0.74614483,-1960.5157470703125
603,0.0502501,1.3997289,0.73278445,-1961.488037109375
604,0.049985684,1.3855385,0.73172724,-1961.5838623046875
605,0.050014056,1.4006997,0.73694104,-1960.7308349609375
606,0.050511476,1.3728746,0.7344281,-1960.5445556640625
607,0.050592206,1.3891209,0.7357259,-1960.843994140625
608,0.051236752,1.3817225,0.73009557,-1961.5888671875
609,0.050936583,1.3677894,0.73652065,-1960.76611328125
610,0.050936583,1.3677894,0.73652065,-1960.9144287109375
611,0.05029312,1.400723,0.7462627,-1960.3526611328125
612,0.05119372,1.3990232,0.74142265,-1961.1158447265625
613,0.05119372,1.3990232,0.74142265,-1960.8636474609375
614,0.051560793,1.4013914,0.73655814,-1961.4925537109375
615,0.05140241,1.414935,0.7442096,-1960.3560791015625
616,0.05140241,1.414935,0.7442096,-1959.4638671875
617,0.05165783,1.4041679,0.75167817,-1960.349609375
618,0.05135635,1.4238638,0.7587777,-1960.8876953125
619,0.05135635,1.4238638,0.7587777,-1961.8104248046875
620,0.05079958,1.4373617,0.76562023,-1962.0069580078125
621,0.05079958,1.4373617,0.76562023,-1960.274169921875
622,0.05143677,1.4461232,0.7639038,-1963.90771484375
623,0.05126605,1.4462672,0.7538393,-1960.210693359375
624,0.05126605,1.4462672,0.7538393,-1960.1240234375
625,0.050794967,1.438873,0.7412149,-1960.5106201171875
626,0.050794967,1.438873,0.7412149,-1960.5474853515625
627,0.050794967,1.438873,0.7412149,-1960.671875
628,0.050706614,1.4529622,0.74326766,-1960.2398681640625
629,0.050706614,1.4529622,0.74326766,-1960.660400390625
630,0.051354464,1.4480841,0.7449308,-1960.562255859375
631,0.051408257,1.4543662,0.7605468,-1960.338623046875
632,0.051408257,1.4543662,0.7605468,-1959.517822265625
633,0.05155564,1.4469599,0.7560937,-1959.20654296875
634,0.05155564,1.4469599,0.7560937,-1959.7518310546875
635,0.05155564,1.4469599,0.7560937,-1960.63623046875
636,0.05155564,1.4469599,0.7560937,-1962.530029296875
637,0.05155564,1.4469599,0.7560937,-1960.193115234375
638,0.051852345,1.4575076,0.7473271,-1959.748046875
639,0.051942237,1.4382,0.74357927,-1960.2188720703125
640,0.051911656,1.4425397,0.75515646,-1959.6153564453125
641,0.051986307,1.46183,0.7604423,-1960.0531005859375
642,0.051986307,1.46183,0.7604423,-1959.664794921875
643,0.051986307,1.46183,0.7604423,-1959.9984130859375
644,0.05193124,1.4729924,0.7502565,-1959.6754150390625
645,0.05193124,1.4729924,0.7502565,-1959.7901611328125
646,0.05204237,1.4749815,0.75049525,-1959.6707763671875
647,0.05204237,1.4749815,0.75049525,-1959.6419677734375
648,0.05204237,1.4749815,0.75049525,-1960.158203125
649,0.05204237,1.4749815,0.75049525,-1960.4215087890625
650,0.05204237,1.4749815,0.75049525,-1960.1025390625
651,0.051524762,1.4715804,0.7446014,-1960.769775390625
652,0.051524762,1.4715804,0.7446014,-1960.359619140625
653,0.051202815,1.4351835,0.73939186,-1960.7464599609375
654,0.05182046,1.4257162,0.74983484,-1960.10302734375
655,0.051999,1.4147403,0.74646527,-1959.5809326171875
656,0.05173891,1.4186051,0.7554034,-1960.0731201171875
657,0.051352933,1.4514985,0.7576523,-1958.9849853515625
658,0.051225636,1.46483,0.764365,-1961.0811767578125
659,0.051211994,1.4499503,0.7612078,-1959.3826904296875
660,0.051211994,1.4499503,0.7612078,-1961.1527099609375
661,0.051211994,1.4499503,0.7612078,-1958.91455078125
662,0.051211994,1.4499503,0.7612078,-1960.8255615234375
663,0.051211994,1.4499503,0.7612078,-1959.838134765625
664,0.051107474,1.4353473,0.7487766,-1959.2686767578125
665,0.051107474,1.4353473,0.7487766,-1959.763671875
666,0.051107474,1.4353473,0.7487766,-1959.6964111328125
667,0.051107474,1.4353473,0.7487766,-1959.523193359375
668,0.051287398,1.4482721,0.7469363,-1960.087646484375
669,0.050328743,1.4141406,0.73458296,-1960.9581298828125
670,0.050328743,1.4141406,0.73458296,-1962.0345458984375
671,0.05072759,1.4145579,0.7435093,-1959.6529541015625
672,0.05102365,1.4054052,0.7417146,-1960.184814453125
673,0.051289685,1.4155704,0.7440478,-1959.6661376953125
674,0.050436925,1.4197017,0.7506473,-1959.153076171875
675,0.050436925,1.4197017,0.7506473,-1959.2745361328125
676,0.050436925,1.4197017,0.7506473,-1960.98095703125
677,0.050436925,1.4197017,0.7506473,-1960.7584228515625
678,0.051216003,1.4233218,0.74974144,-1960.1925048828125
679,0.051313866,1.4165877,0.74880874,-1960.032958984375
680,0.051476274,1.4164206,0.7496579,-1960.3055419921875
681,0.051147543,1.4298265,0.75929433,-1960.2158203125
682,0.05056775,1.4296837,0.75935143,-1962.42529296875
683,0.05056775,1.4296837,0.75935143,-1960.510009765625
684,0.05056775,1.4296837,0.75935143,-1959.3455810546875
685,0.05056775,1.4296837,0.75935143,-1961.15478515625
686,0.05056775,1.4296837,0.75935143,-1960.74658203125
687,0.05056775,1.4296837,0.75935143,-1964.4677734375
688,0.05056775,1.4296837,0.75935143,-1961.0513916015625
689,0.050965253,1.4128705,0.760772,-1961.212890625
690,0.050965253,1.4128705,0.760772,-1964.1077880859375
691,0.050995678,1.4088087,0.75396144,-1960.723876953125
692,0.050995678,1.4088087,0.75396144,-1962.048095703125
693,0.050995678,1.4088087,0.75396144,-1962.024658203125
694,0.051112358,1.4221737,0.7461899,-1959.3642578125
695,0.051112358,1.4221737,0.7461899,-1959.389892578125
696,0.0514823,1.4237282,0.7586451,-1959.1256103515625
697,0.0514823,1.4237282,0.7586451,-1959.09619140625
698,0.051770326,1.4591397,0.75948334,-1960.187255859375
699,0.051770326,1.4591397,0.75948334,-1959.681396484375
700,0.051770326,1.4591397,0.75948334,-1959.636962890625
701,0.052457623,1.4824088,0.75346553,-1959.55712890625
702,0.051778767,1.4929354,0.7545234,-1959.581787109375
703,0.052037854,1.4874951,0.7603495,-1958.869384765625
704,0.05182044,1.4813373,0.7574546,-1959.1329345703125
705,0.05162468,1.4873031,0.76379764,-1958.87158203125
706,0.05162468,1.4873031,0.76379764,-1960.3890380859375
707,0.05262654,1.5050677,0.7543963,-1959.2230224609375
708,0.05262654,1.5050677,0.7543963,-1959.769775390625
709,0.05262654,1.5050677,0.7543963,-1959.11083984375
710,0.051546548,1.5137488,0.7515025,-1961.0462646484375
711,0.050972983,1.5035852,0.75680226,-1959.292724609375
712,0.050972983,1.5035852,0.75680226,-1959.0467529296875
713,0.050831903,1.4809767,0.7660702,-1961.808837890625
714,0.05135238,1.5042322,0.7577492,-1960.20703125
715,0.05135238,1.5042322,0.7577492,-1958.7979736328125
716,0.051143236,1.5026408,0.7667323,-1959.3353271484375
717,0.05063951,1.5129889,0.76518893,-1959.7857666015625
718,0.050367408,1.4990954,0.77341926,-1961.520263671875
719,0.050367408,1.4990954,0.77341926,-1964.1422119140625
720,0.050367408,1.4990954,0.77341926,-1965.0516357421875
721,0.05023913,1.4968762,0.7716269,-1960.8529052734375
722,0.05023913,1.4968762,0.7716269,-1964.73046875
723,0.04983482,1.4797198,0.7635388,-1960.4481201171875
724,0.04983482,1.4797198,0.7635388,-1959.646240234375
725,0.049125575,1.5056869,0.7581698,-1960.1219482421875
726,0.04931601,1.5265493,0.75315696,-1960.293212890625
727,0.049429476,1.5242528,0.74727696,-1961.992431640625
728,0.049648155,1.520204,0.75610965,-1960.074462890625
729,0.049648155,1.520204,0.75610965,-1961.0667724609375
730,0.050056323,1.5425098,0.7571439,-1959.640869140625
731,0.05067682,1.5237962,0.75611436,-1959.6865234375
732,0.050822087,1.5209944,0.7699251,-1959.196533203125
733,0.05119903,1.5362405,0.76907283,-1959.05126953125
734,0.05119903,1.5362405,0.76907283,-1958.678466796875
735,0.05119903,1.5362405,0.76907283,-1959.0355224609375
736,0.05105099,1.5380679,0.7565793,-1960.1739501953125
737,0.051445343,1.5344903,0.760293,-1959.40380859375
738,0.051591694,1.5425305,0.7739241,-1959.43212890625
739,0.051986776,1.5165945,0.77011395,-1959.4471435546875
740,0.051986776,1.5165945,0.77011395,-1960.107421875
741,0.051986776,1.5165945,0.77011395,-1959.2569580078125
742,0.051986776,1.5165945,0.77011395,-1964.282470703125
743,0.051986776,1.5165945,0.77011395,-1959.519287109375
744,0.052021977,1.5330492,0.77491117,-1959.27001953125
745,0.052021977,1.5330492,0.77491117,-1960.843017578125
746,0.05133397,1.5699028,0.7695791,-1959.216796875
747,0.051523853,1.5805465,0.77287984,-1959.1568603515625
748,0.050951354,1.6027164,0.7757531,-1960.09619140625
749,0.050951354,1.6027164,0.7757531,-1959.599365234375
750,0.050951354,1.6027164,0.7757531,-1959.30517578125
751,0.051421728,1.6160395,0.78273153,-1959.7822265625
752,0.051421728,1.6160395,0.78273153,-1960.1439208984375
753,0.051421728,1.6160395,0.78273153,-1960.295654296875
754,0.051421728,1.6160395,0.78273153,-1961.142822265625
755,0.051421728,1.6160395,0.78273153,-1958.5233154296875
756,0.05010948,1.640367,0.7789713,-1959.6015625
757,0.05010948,1.640367,0.7789713,-1959.486328125
758,0.050662447,1.6612434,0.7763233,-1960.488525390625
759,0.05062901,1.6278393,0.76745856,-1960.1328125
760,0.049530186,1.6424295,0.7792749,-1961.4427490234375
761,0.04907191,1.6351072,0.77303165,-1961.2235107421875
762,0.049220607,1.6356051,0.7687084,-1961.4521484375
763,0.049378674,1.6324921,0.7628267,-1962.3878173828125
764,0.049625292,1.6253709,0.7661998,-1961.0771484375
765,0.050593533,1.6323982,0.77009577,-1960.10791015625
766,0.050593533,1.6323982,0.77009577,-1960.491943359375
767,0.050225656,1.6469115,0.7555299,-1963.5428466796875
768,0.050170507,1.6047927,0.75534326,-1962.4737548828125
769,0.050170507,1.6047927,0.75534326,-1963.2174072265625
770,0.05008558,1.6049668,0.7514042,-1963.2823486328125
771,0.049803987,1.6366359,0.7614635,-1962.82421875
772,0.049803987,1.6366359,0.7614635,-1961.890380859375
773,0.049336545,1.6481315,0.76147103,-1962.134765625
774,0.049336545,1.6481315,0.76147103,-1962.0567626953125
775,0.050160773,1.6224343,0.7751578,-1959.6693115234375
776,0.050357506,1.6309304,0.7812627,-1960.624755859375
777,0.049957544,1.6135315,0.77091974,-1960.744873046875
778,0.050040346,1.6128538,0.7695385,-1959.759765625
779,0.04984663,1.5976894,0.7809622,-1960.2830810546875
780,0.04984663,1.5976894,0.7809622,-1960.7120361328125
781,0.05049692,1.6136936,0.77423894,-1960.0380859375
782,0.05049692,1.6136936,0.77423894,-1960.0208740234375
783,0.05049692,1.6136936,0.77423894,-1959.338623046875
784,0.05049692,1.6136936,0.77423894,-1960.2196044921875
785,0.050628815,1.600668,0.78237545,-1961.115478515625
786,0.05046978,1.5801721,0.7727059,-1960.3843994140625
787,0.05046978,1.5801721,0.7727059,-1959.941162109375
788,0.05073976,1.5648698,0.7553565,-1962.1602783203125
789,0.051457204,1.5395275,0.7476341,-1961.12060546875
790,0.05201854,1.5458863,0.7530477,-1960.89892578125
791,0.05201854,1.5458863,0.7530477,-1961.0347900390625
792,0.05201854,1.5458863,0.7530477,-1960.9288330078125
793,0.05201854,1.5458863,0.7530477,-1960.9432373046875
794,0.05201854,1.5458863,0.7530477,-1961.1138916015625
795,0.05201854,1.5458863,0.7530477,-1960.5858154296875
796,0.05108496,1.5539883,0.7518749,-1961.5621337890625
797,0.051541187,1.565275,0.7523385,-1962.1285400390625
798,0.051832877,1.5516156,0.74687165,-1962.3477783203125
799,0.051832877,1.5516156,0.74687165,-1962.8436279296875
800,0.051832877,1.5516156,0.74687165,-1962.39111328125
801,0.051832877,1.5516156,0.74687165,-1962.7408447265625
802,0.05117947,1.5622168,0.7577543,-1961.1680908203125
803,0.051575698,1.5987893,0.76099354,-1960.7161865234375
804,0.051575698,1.5987893,0.76099354,-1960.942138671875
805,0.051483404,1.5720172,0.7747182,-1960.0413818359375
806,0.050690413,1.563872,0.76330113,-1960.0430908203125
807,0.050690413,1.563872,0.76330113,-1959.4129638671875
808,0.050808497,1.584203,0.7792771,-1959.6141357421875
809,0.051327925,1.5890757,0.7812105,-1959.034423828125
810,0.051327925,1.5890757,0.7812105,-1961.5958251953125
811,0.051327925,1.5890757,0.7812105,-1959.955322265625
812,0.051327925,1.5890757,0.7812105,-1961.3348388671875
813,0.051055007,1.5860769,0.7754237,-1959.9644775390625
814,0.050908346,1.5544933,0.766664,-1959.4822998046875
815,0.050535064,1.5370886,0.7769209,-1960.6514892578125
816,0.050535064,1.5370886,0.7769209,-1959.3387451171875
817,0.050535064,1.5370886,0.7769209,-1960.4197998046875
818,0.04968919,1.5567791,0.7742979,-1960.714599609375
819,0.04968919,1.5567791,0.7742979,-1960.4473876953125
820,0.048930667,1.5498899,0.7704035,-1960.84716796875
821,0.048930667,1.5498899,0.7704035,-1960.6361083984375
822,0.048733342,1.5536157,0.767422,-1960.6986083984375
823,0.049113616,1.5569042,0.7733319,-1960.64990234375
824,0.049113616,1.5569042,0.7733319,-1959.9228515625
825,0.04940238,1.5344435,0.75480056,-1961.260986328125
826,0.048934992,1.549337,0.76402724,-1960.3934326171875
827,0.049163453,1.5668826,0.7682792,-1961.7371826171875
828,0.049163453,1.5668826,0.7682792,-1960.0177001953125
829,0.049163453,1.5668826,0.7682792,-1959.3199462890625
830,0.049163453,1.5668826,0.7682792,-1960.022705078125
831,0.049163453,1.5668826,0.7682792,-1960.896240234375
832,0.049355052,1.6013349,0.7740526,-1960.974365234375
833,0.05058174,1.5943682,0.759312,-1961.123779296875
834,0.05092329,1.5870612,0.7487343,-1963.05029296875
835,0.05092329,1.5870612,0.7487343,-1963.2093505859375
836,0.051057003,1.5843608,0.7523868,-1961.868896484375
837,0.051057003,1.5843608,0.7523868,-1963.3411865234375
838,0.051057003,1.5843608,0.7523868,-1962.2454833984375
839,0.05097409,1.5930786,0.7484904,-1963.8663330078125
840,0.05097409,1.5930786,0.7484904,-1962.9921875
841,0.05145784,1.5713434,0.7571473,-1959.867919921875
842,0.05145784,1.5713434,0.7571473,-1960.0972900390625
843,0.050896917,1.5579813,0.75346446,-1961.208984375
844,0.05021293,1.5407954,0.75270903,-1960.680419921875
845,0.05021293,1.5407954,0.75270903,-1959.8992919921875
846,0.05073105,1.5288597,0.75344366,-1960.188720703125
847,0.050785583,1.5442368,0.7581313,-1960.371337890625
848,0.05135891,1.5171046,0.7486894,-1960.7713623046875
849,0.05135891,1.5171046,0.7486894,-1961.9722900390625
850,0.051777016,1.5294851,0.7532776,-1960.4310302734375
851,0.051290542,1.533326,0.7535562,-1959.8841552734375
852,0.050964855,1.5291276,0.75904906,-1958.723876953125
853,0.050964855,1.5291276,0.75904906,-1959.2696533203125
854,0.05068808,1.5192457,0.76222193,-1959.1390380859375
855,0.05068808,1.5192457,0.76222193,-1960.0703125
856,0.05068808,1.5192457,0.76222193,-1959.26123046875
857,0.05118437,1.5003507,0.7648299,-1960.53173828125
858,0.051322296,1.5085826,0.7560725,-1960.0516357421875
859,0.051322296,1.5085826,0.7560725,-1959.367919921875
860,0.051292755,1.4949225,0.75671387,-1959.65966796875
861,0.05033177,1.4802104,0.7450389,-1960.9931640625
862,0.05033177,1.4802104,0.7450389,-1961.2021484375
863,0.05033177,1.4802104,0.7450389,-1961.4052734375
864,0.050534423,1.5003824,0.7511425,-1960.2994384765625
865,0.050534423,1.5003824,0.7511425,-1959.571533203125
866,0.050824933,1.5204383,0.75695544,-1960.3092041015625
867,0.05046475,1.5170108,0.75584334,-1959.77197265625
868,0.05046475,1.5170108,0.75584334,-1960.2005615234375
869,0.05046475,1.5170108,0.75584334,-1959.086181640625
870,0.050396204,1.5124141,0.74699587,-1960.3515625
871,0.049787506,1.4985144,0.7636351,-1959.4832763671875
872,0.049659237,1.501804,0.7571038,-1960.084716796875
873,0.0492687,1.525098,0.75349426,-1960.20263671875
874,0.049603198,1.5187534,0.75650847,-1959.3214111328125
875,0.04966357,1.5066327,0.76136285,-1960.9908447265625
876,0.04966357,1.5066327,0.76136285,-1960.3729248046875
877,0.04966357,1.5066327,0.76136285,-1960.0882568359375
878,0.04966357,1.5066327,0.76136285,-1959.113525390625
879,0.049883727,1.4751348,0.76217955,-1959.3953857421875
880,0.049883727,1.4751348,0.76217955,-1959.9234619140625
881,0.050103664,1.4675697,0.7591576,-1960.1309814453125
882,0.05038938,1.4496672,0.75592875,-1960.338134765625
883,0.050380345,1.4510769,0.751974,-1959.6348876953125
884,0.050380345,1.4510769,0.751974,-1959.78662109375
885,0.050687876,1.4451983,0.7501026,-1959.4571533203125
886,0.049668677,1.44031,0.75167125,-1959.5638427734375
887,0.05037191,1.4264255,0.75711423,-1960.82177734375
888,0.050622094,1.4216741,0.74612266,-1960.0003662109375
889,0.050622094,1.4216741,0.74612266,-1960.19921875
890,0.050423063,1.4068137,0.756356,-1959.6103515625
891,0.050237563,1.4186993,0.73626125,-1961.4765625
892,0.050237563,1.4186993,0.73626125,-1960.8013916015625
893,0.050237563,1.4186993,0.73626125,-1961.357421875
894,0.050123297,1.418099,0.7400224,-1960.2529296875
895,0.050123297,1.418099,0.7400224,-1960.4927978515625
896,0.04991694,1.4302456,0.7472814,-1960.03369140625
897,0.049925253,1.42285,0.7572962,-1959.60009765625
898,0.049379677,1.446698,0.74983823,-1960.0335693359375
899,0.049771983,1.4424766,0.7429304,-1960.2113037109375
900,0.048823506,1.4568256,0.75279677,-1960.17138671875
901,0.049319834,1.4515904,0.74974656,-1960.052734375
902,0.04846529,1.4511914,0.7461459,-1959.7208251953125
903,0.04846529,1.4511914,0.7461459,-1960.77978515625
904,0.04873942,1.4484968,0.74503237,-1960.396728515625
905,0.04873942,1.4484968,0.74503237,-1959.20361328125
906,0.04898422,1.4426997,0.74154013,-1960.6397705078125
907,0.048723675,1.433288,0.74786294,-1959.699462890625
908,0.049087558,1.4323343,0.76057094,-1961.033203125
909,0.049532868,1.4246451,0.7567603,-1960.6114501953125
910,0.049881514,1.412713,0.74478424,-1959.7437744140625
911,0.049881514,1.412713,0.74478424,-1959.74462890625
912,0.049881514,1.412713,0.74478424,-1959.670166015625
913,0.050108965,1.4167229,0.737937,-1961.0408935546875
914,0.05021814,1.4060638,0.75171787,-1959.807373046875
915,0.05021814,1.4060638,0.75171787,-1961.039306640625
916,0.05005847,1.4036969,0.7436453,-1960.3431396484375
917,0.050623734,1.3829551,0.73873925,-1961.34130859375
918,0.051095244,1.3983153,0.74610883,-1961.04931640625
919,0.0504404,1.3975725,0.74192643,-1960.4273681640625
920,0.05079933,1.4202207,0.74009544,-1961.0091552734375
921,0.05079933,1.4202207,0.74009544,-1959.7564697265625
922,0.051693015,1.4339839,0.74803257,-1959.4935302734375
923,0.051693015,1.4339839,0.74803257,-1959.4559326171875
924,0.051693015,1.4339839,0.74803257,-1960.1002197265625
925,0.051485725,1.4337157,0.7550551,-1958.8770751953125
926,0.051485725,1.4337157,0.7550551,-1958.807373046875
927,0.051485725,1.4337157,0.7550551,-1959.2908935546875
928,0.050719164,1.4364952,0.74728537,-1960.44189453125
929,0.050366063,1.440251,0.7462158,-1960.0164794921875
930,0.050349787,1.4296777,0.7462852,-1959.0164794921875
931,0.050349787,1.4296777,0.7462852,-1960.470458984375
932,0.050461043,1.4467674,0.7402559,-1960.5360107421875
933,0.04975483,1.4280859,0.7310178,-1962.4189453125
934,0.0492083,1.4196689,0.72806674,-1961.9500732421875
935,0.0492083,1.4196689,0.72806674,-1962.7578125
936,0.050227385,1.3988384,0.7319371,-1961.1749267578125
937,0.0500067,1.3980191,0.7401666,-1960.8648681640625
938,0.0500067,1.3980191,0.7401666,-1960.242431640625
939,0.0500067,1.3980191,0.7401666,-1960.1685791015625
940,0.04976279,1.3878342,0.7340333,-1960.0208740234375
941,0.04976279,1.3878342,0.7340333,-1961.51318359375
942,0.04976279,1.3878342,0.7340333,-1962.263671875
943,0.04976279,1.3878342,0.7340333,-1960.8809814453125
944,0.049864475,1.4039112,0.7283366,-1961.553466796875
945,0.049864475,1.4039112,0.7283366,-1962.4244384765625
946,0.049864475,1.4039112,0.7283366,-1962.0684814453125
947,0.0490776,1.3865994,0.73866004,-1960.0408935546875
948,0.04857363,1.3876631,0.7363666,-1960.9599609375
949,0.04949964,1.3737441,0.7426065,-1960.3724365234375
