idx,alpha,mu,omega,loglike
495,0.01,1.6,0.8076923076923077,1.4480694097861998e+21
496,0.01,1.6,0.8461538461538463,1.4480694097861998e+21
497,0.01,1.6,0.8846153846153847,1.4480694097861998e+21
498,0.01,1.6,0.9230769230769231,1.4203992936756355e+21
499,0.01,1.6,0.9615384615384616,-inf
500,0.01,1.68,0.038461538461538464,1.4203992936756355e+21
501,0.01,1.68,0.07692307692307693,1.4203992936756355e+21
502,0.01,1.68,0.11538461538461539,1.4203992936756355e+21
503,0.01,1.68,0.15384615384615385,1.4203992936756355e+21
504,0.01,1.68,0.19230769230769232,1.4203992936756355e+21
505,0.01,1.68,0.23076923076923078,1.4203992936756355e+21
506,0.01,1.68,0.2692307692307693,1.4203992936756355e+21
507,0.01,1.68,0.3076923076923077,1.4203992936756355e+21
508,0.01,1.68,0.34615384615384615,1.4480694097861998e+21
509,0.01,1.68,0.38461538461538464,1.4203992936756355e+21
510,0.01,1.68,0.42307692307692313,1.4203992936756355e+21
511,0.01,1.68,0.46153846153846156,1.4203992936756355e+21
512,0.01,1.68,0.5,1.4203992936756355e+21
513,0.01,1.68,0.5384615384615385,1.4203992936756355e+21
514,0.01,1.68,0.576923076923077,1.4203992936756355e+21
515,0.01,1.68,0.6153846153846154,1.4203992936756355e+21
516,0.01,1.68,0.6538461538461539,1.4203992936756355e+21
517,0.01,1.68,0.6923076923076923,1.4480694097861998e+21
518,0.01,1.68,0.7307692307692308,1.4480694097861998e+21
519,0.01,1.68,0.7692307692307693,1.4203992936756355e+21
520,0.01,1.68,0.8076923076923077,1.4203992936756355e+21
521,0.01,1.68,0.8461538461538463,1.4203992936756355e+21
522,0.01,1.68,0.8846153846153847,1.4203992936756355e+21
523,0.01,1.68,0.9230769230769231,-inf
524,0.01,1.68,0.9615384615384616,-inf
525,0.01,1.76,0.038461538461538464,1.4203992936756355e+21
526,0.01,1.76,0.07692307692307693,1.4203992936756355e+21
527,0.01,1.76,0.11538461538461539,1.4203992936756355e+21
528,0.01,1.76,0.15384615384615385,1.4203992936756355e+21
529,0.01,1.76,0.19230769230769232,1.4203992936756355e+21
530,0.01,1.76,0.23076923076923078,1.4203992936756355e+21
531,0.01,1.76,0.2692307692307693,1.4480694097861998e+21
532,0.01,1.76,0.3076923076923077,1.4203992936756355e+21
533,0.01,1.76,0.34615384615384615,1.4203992936756355e+21
534,0.01,1.76,0.38461538461538464,1.4203992936756355e+21
535,0.01,1.76,0.42307692307692313,1.4203992936756355e+21
536,0.01,1.76,0.46153846153846156,1.4203992936756355e+21
537,0.01,1.76,0.5,1.4203992936756355e+21
538,0.01,1.76,0.5384615384615385,1.4203992936756355e+21
539,0.01,1.76,0.576923076923077,1.4203992936756355e+21
540,0.01,1.76,0.6153846153846154,1.4203992936756355e+21
541,0.01,1.76,0.6538461538461539,1.4203992936756355e+21
542,0.01,1.76,0.6923076923076923,1.4203992936756355e+21
543,0.01,1.76,0.7307692307692308,1.4203992936756355e+21
544,0.01,1.76,0.7692307692307693,1.4203992936756355e+21
545,0.01,1.76,0.8076923076923077,1.4480694097861998e+21
546,0.01,1.76,0.8461538461538463,1.4203992936756355e+21
547,0.01,1.76,0.8846153846153847,1.4480694097861998e+21
548,0.01,1.76,0.9230769230769231,-inf
549,0.01,1.76,0.9615384615384616,-inf
550,0.01,1.84,0.038461538461538464,1.4203992936756355e+21
551,0.01,1.84,0.07692307692307693,1.4203992936756355e+21
552,0.01,1.84,0.11538461538461539,1.4203992936756355e+21
553,0.01,1.84,0.15384615384615385,1.4203992936756355e+21
554,0.01,1.84,0.19230769230769232,1.4203992936756355e+21
555,0.01,1.84,0.23076923076923078,1.4480694097861998e+21
556,0.01,1.84,0.2692307692307693,1.4203992936756355e+21
557,0.01,1.84,0.3076923076923077,1.4203992936756355e+21
558,0.01,1.84,0.34615384615384615,1.4203992936756355e+21
559,0.01,1.84,0.38461538461538464,1.4480694097861998e+21
560,0.01,1.84,0.42307692307692313,1.4203992936756355e+21
561,0.01,1.84,0.46153846153846156,1.4203992936756355e+21
562,0.01,1.84,0.5,1.4203992936756355e+21
563,0.01,1.84,0.5384615384615385,1.4203992936756355e+21
564,0.01,1.84,0.576923076923077,1.4203992936756355e+21
565,0.01,1.84,0.6153846153846154,1.4203992936756355e+21
566,0.01,1.84,0.6538461538461539,1.4480694097861998e+21
567,0.01,1.84,0.6923076923076923,1.4203992936756355e+21
568,0.01,1.84,0.7307692307692308,1.4203992936756355e+21
569,0.01,1.84,0.7692307692307693,1.4480694097861998e+21
570,0.01,1.84,0.8076923076923077,1.4203992936756355e+21
571,0.01,1.84,0.8461538461538463,1.4203992936756355e+21
572,0.01,1.84,0.8846153846153847,1.4203992936756355e+21
573,0.01,1.84,0.9230769230769231,-inf
574,0.01,1.84,0.9615384615384616,-inf
575,0.01,1.92,0.038461538461538464,1.4203992936756355e+21
576,0.01,1.92,0.07692307692307693,1.4203992936756355e+21
577,0.01,1.92,0.11538461538461539,1.4203992936756355e+21
578,0.01,1.92,0.15384615384615385,1.4203992936756355e+21
579,0.01,1.92,0.19230769230769232,1.4203992936756355e+21
580,0.01,1.92,0.23076923076923078,1.4203992936756355e+21
581,0.01,1.92,0.2692307692307693,1.4203992936756355e+21
582,0.01,1.92,0.3076923076923077,1.4203992936756355e+21
583,0.01,1.92,0.34615384615384615,1.4203992936756355e+21
584,0.01,1.92,0.38461538461538464,1.4203992936756355e+21
585,0.01,1.92,0.42307692307692313,1.4203992936756355e+21
586,0.01,1.92,0.46153846153846156,1.4203992936756355e+21
587,0.01,1.92,0.5,1.4203992936756355e+21
588,0.01,1.92,0.5384615384615385,1.4203992936756355e+21
589,0.01,1.92,0.576923076923077,1.4203992936756355e+21
590,0.01,1.92,0.6153846153846154,1.4203992936756355e+21
591,0.01,1.92,0.6538461538461539,1.4203992936756355e+21
592,0.01,1.92,0.6923076923076923,1.4480694097861998e+21
593,0.01,1.92,0.7307692307692308,1.4203992936756355e+21
594,0.01,1.92,0.7692307692307693,1.4203992936756355e+21
595,0.01,1.92,0.8076923076923077,1.4203992936756355e+21
596,0.01,1.92,0.8461538461538463,1.4203992936756355e+21
597,0.01,1.92,0.8846153846153847,1.4203992936756355e+21
598,0.01,1.92,0.9230769230769231,-inf
599,0.01,1.92,0.9615384615384616,-inf
600,0.01,2.0,0.038461538461538464,1.4203992936756355e+21
601,0.01,2.0,0.07692307692307693,1.4203992936756355e+21
602,0.01,2.0,0.11538461538461539,1.4203992936756355e+21
603,0.01,2.0,0.15384615384615385,1.4203992936756355e+21
604,0.01,2.0,0.19230769230769232,1.4203992936756355e+21
605,0.01,2.0,0.23076923076923078,1.4203992936756355e+21
606,0.01,2.0,0.2692307692307693,1.4203992936756355e+21
607,0.01,2.0,0.3076923076923077,1.4203992936756355e+21
608,0.01,2.0,0.34615384615384615,1.4480694097861998e+21
609,0.01,2.0,0.38461538461538464,1.4203992936756355e+21
610,0.01,2.0,0.42307692307692313,1.4480694097861998e+21
611,0.01,2.0,0.46153846153846156,1.4203992936756355e+21
612,0.01,2.0,0.5,1.4203992936756355e+21
613,0.01,2.0,0.5384615384615385,1.4203992936756355e+21
614,0.01,2.0,0.576923076923077,1.4203992936756355e+21
615,0.01,2.0,0.6153846153846154,1.4203992936756355e+21
616,0.01,2.0,0.6538461538461539,1.4203992936756355e+21
617,0.01,2.0,0.6923076923076923,1.4480694097861998e+21
618,0.01,2.0,0.7307692307692308,1.4203992936756355e+21
619,0.01,2.0,0.7692307692307693,1.4203992936756355e+21
620,0.01,2.0,0.8076923076923077,1.4203992936756355e+21
621,0.01,2.0,0.8461538461538463,1.4480694097861998e+21
622,0.01,2.0,0.8846153846153847,1.4203992936756355e+21
623,0.01,2.0,0.9230769230769231,-inf
624,0.01,2.0,0.9615384615384616,-inf
625,0.02,0.08,0.038461538461538464,-inf
626,0.02,0.08,0.07692307692307693,-inf
627,0.02,0.08,0.11538461538461539,-inf
628,0.02,0.08,0.15384615384615385,-inf
629,0.02,0.08,0.19230769230769232,-inf
630,0.02,0.08,0.23076923076923078,-inf
631,0.02,0.08,0.2692307692307693,-inf
632,0.02,0.08,0.3076923076923077,-inf
633,0.02,0.08,0.34615384615384615,-inf
634,0.02,0.08,0.38461538461538464,-inf
635,0.02,0.08,0.42307692307692313,-inf
636,0.02,0.08,0.46153846153846156,-inf
637,0.02,0.08,0.5,-inf
638,0.02,0.08,0.5384615384615385,-inf
639,0.02,0.08,0.576923076923077,-inf
640,0.02,0.08,0.6153846153846154,-inf
641,0.02,0.08,0.6538461538461539,-inf
642,0.02,0.08,0.6923076923076923,-inf
643,0.02,0.08,0.7307692307692308,-inf
644,0.02,0.08,0.7692307692307693,-inf
645,0.02,0.08,0.8076923076923077,-inf
646,0.02,0.08,0.8461538461538463,-inf
647,0.02,0.08,0.8846153846153847,-inf
648,0.02,0.08,0.9230769230769231,-inf
649,0.02,0.08,0.9615384615384616,-inf
650,0.02,0.16,0.038461538461538464,-inf
651,0.02,0.16,0.07692307692307693,-inf
652,0.02,0.16,0.11538461538461539,-inf
653,0.02,0.16,0.15384615384615385,-inf
654,0.02,0.16,0.19230769230769232,-inf
655,0.02,0.16,0.23076923076923078,-inf
656,0.02,0.16,0.2692307692307693,-inf
657,0.02,0.16,0.3076923076923077,-inf
658,0.02,0.16,0.34615384615384615,-inf
659,0.02,0.16,0.38461538461538464,-inf
660,0.02,0.16,0.42307692307692313,-inf
661,0.02,0.16,0.46153846153846156,-inf
662,0.02,0.16,0.5,-inf
663,0.02,0.16,0.5384615384615385,-inf
664,0.02,0.16,0.576923076923077,-inf
665,0.02,0.16,0.6153846153846154,-inf
666,0.02,0.16,0.6538461538461539,-inf
667,0.02,0.16,0.6923076923076923,-inf
668,0.02,0.16,0.7307692307692308,-inf
669,0.02,0.16,0.7692307692307693,-inf
670,0.02,0.16,0.8076923076923077,-inf
671,0.02,0.16,0.8461538461538463,-inf
672,0.02,0.16,0.8846153846153847,-inf
673,0.02,0.16,0.9230769230769231,-inf
674,0.02,0.16,0.9615384615384616,-inf
675,0.02,0.24,0.038461538461538464,-inf
676,0.02,0.24,0.07692307692307693,1.4203992936756355e+21
677,0.02,0.24,0.11538461538461539,1.4203992936756355e+21
678,0.02,0.24,0.15384615384615385,1.4480694097861998e+21
679,0.02,0.24,0.19230769230769232,1.4203992936756355e+21
680,0.02,0.24,0.23076923076923078,-inf
681,0.02,0.24,0.2692307692307693,-inf
682,0.02,0.24,0.3076923076923077,-inf
683,0.02,0.24,0.34615384615384615,-inf
684,0.02,0.24,0.38461538461538464,-inf
685,0.02,0.24,0.42307692307692313,-inf
686,0.02,0.24,0.46153846153846156,-inf
687,0.02,0.24,0.5,-inf
688,0.02,0.24,0.5384615384615385,-inf
689,0.02,0.24,0.576923076923077,-inf
690,0.02,0.24,0.6153846153846154,-inf
691,0.02,0.24,0.6538461538461539,-inf
692,0.02,0.24,0.6923076923076923,-inf
693,0.02,0.24,0.7307692307692308,-inf
694,0.02,0.24,0.7692307692307693,-inf
695,0.02,0.24,0.8076923076923077,-inf
696,0.02,0.24,0.8461538461538463,-inf
697,0.02,0.24,0.8846153846153847,-inf
698,0.02,0.24,0.9230769230769231,-inf
699,0.02,0.24,0.9615384615384616,-inf
700,0.02,0.32,0.038461538461538464,1.4203992936756355e+21
701,0.02,0.32,0.07692307692307693,1.4203992936756355e+21
702,0.02,0.32,0.11538461538461539,1.4203992936756355e+21
703,0.02,0.32,0.15384615384615385,1.4203992936756355e+21
704,0.02,0.32,0.19230769230769232,1.4480694097861998e+21
705,0.02,0.32,0.23076923076923078,1.4480694097861998e+21
706,0.02,0.32,0.2692307692307693,1.4203992936756355e+21
707,0.02,0.32,0.3076923076923077,-inf
708,0.02,0.32,0.34615384615384615,1.4203992936756355e+21
709,0.02,0.32,0.38461538461538464,1.4203992936756355e+21
710,0.02,0.32,0.42307692307692313,-inf
711,0.02,0.32,0.46153846153846156,-inf
712,0.02,0.32,0.5,-inf
713,0.02,0.32,0.5384615384615385,-inf
714,0.02,0.32,0.576923076923077,-inf
715,0.02,0.32,0.6153846153846154,-inf
716,0.02,0.32,0.6538461538461539,-inf
717,0.02,0.32,0.6923076923076923,-inf
718,0.02,0.32,0.7307692307692308,-inf
719,0.02,0.32,0.7692307692307693,-inf
720,0.02,0.32,0.8076923076923077,-inf
721,0.02,0.32,0.8461538461538463,-inf
722,0.02,0.32,0.8846153846153847,-inf
723,0.02,0.32,0.9230769230769231,-inf
724,0.02,0.32,0.9615384615384616,-inf
725,0.02,0.4,0.038461538461538464,1.4203992936756355e+21
726,0.02,0.4,0.07692307692307693,1.4203992936756355e+21
727,0.02,0.4,0.11538461538461539,1.4203992936756355e+21
728,0.02,0.4,0.15384615384615385,1.4203992936756355e+21
729,0.02,0.4,0.19230769230769232,1.4203992936756355e+21
730,0.02,0.4,0.23076923076923078,1.4203992936756355e+21
731,0.02,0.4,0.2692307692307693,1.4480694097861998e+21
732,0.02,0.4,0.3076923076923077,1.4203992936756355e+21
733,0.02,0.4,0.34615384615384615,1.4203992936756355e+21
734,0.02,0.4,0.38461538461538464,1.4480694097861998e+21
735,0.02,0.4,0.42307692307692313,1.4203992936756355e+21
736,0.02,0.4,0.46153846153846156,1.4203992936756355e+21
737,0.02,0.4,0.5,-inf
738,0.02,0.4,0.5384615384615385,-inf
739,0.02,0.4,0.576923076923077,-inf
740,0.02,0.4,0.6153846153846154,-inf
741,0.02,0.4,0.6538461538461539,-inf
742,0.02,0.4,0.6923076923076923,-inf
743,0.02,0.4,0.7307692307692308,-inf
744,0.02,0.4,0.7692307692307693,-inf
745,0.02,0.4,0.8076923076923077,-inf
746,0.02,0.4,0.8461538461538463,-inf
747,0.02,0.4,0.8846153846153847,-inf
748,0.02,0.4,0.9230769230769231,-inf
749,0.02,0.4,0.9615384615384616,-inf
750,0.02,0.48,0.038461538461538464,1.4203992936756355e+21
751,0.02,0.48,0.07692307692307693,1.4203992936756355e+21
752,0.02,0.48,0.11538461538461539,1.4203992936756355e+21
753,0.02,0.48,0.15384615384615385,1.4203992936756355e+21
754,0.02,0.48,0.19230769230769232,1.4203992936756355e+21
755,0.02,0.48,0.23076923076923078,1.4480694097861998e+21
756,0.02,0.48,0.2692307692307693,1.4203992936756355e+21
757,0.02,0.48,0.3076923076923077,1.4203992936756355e+21
758,0.02,0.48,0.34615384615384615,1.4203992936756355e+21
759,0.02,0.48,0.38461538461538464,1.4203992936756355e+21
760,0.02,0.48,0.42307692307692313,1.4203992936756355e+21
761,0.02,0.48,0.46153846153846156,1.4203992936756355e+21
762,0.02,0.48,0.5,1.4480694097861998e+21
763,0.02,0.48,0.5384615384615385,1.4480694097861998e+21
764,0.02,0.48,0.576923076923077,1.4203992936756355e+21
765,0.02,0.48,0.6153846153846154,-inf
766,0.02,0.48,0.6538461538461539,-inf
767,0.02,0.48,0.6923076923076923,-inf
768,0.02,0.48,0.7307692307692308,-inf
769,0.02,0.48,0.7692307692307693,-inf
770,0.02,0.48,0.8076923076923077,-inf
771,0.02,0.48,0.8461538461538463,-inf
772,0.02,0.48,0.8846153846153847,-inf
773,0.02,0.48,0.9230769230769231,-inf
774,0.02,0.48,0.9615384615384616,-inf
775,0.02,0.56,0.038461538461538464,1.4203992936756355e+21
776,0.02,0.56,0.07692307692307693,1.4203992936756355e+21
777,0.02,0.56,0.11538461538461539,1.4203992936756355e+21
778,0.02,0.56,0.15384615384615385,1.4203992936756355e+21
779,0.02,0.56,0.19230769230769232,1.4203992936756355e+21
780,0.02,0.56,0.23076923076923078,1.4203992936756355e+21
781,0.02,0.56,0.2692307692307693,1.4203992936756355e+21
782,0.02,0.56,0.3076923076923077,1.4203992936756355e+21
783,0.02,0.56,0.34615384615384615,1.4203992936756355e+21
784,0.02,0.56,0.38461538461538464,1.4203992936756355e+21
785,0.02,0.56,0.42307692307692313,1.4480694097861998e+21
786,0.02,0.56,0.46153846153846156,1.4480694097861998e+21
787,0.02,0.56,0.5,1.4203992936756355e+21
788,0.02,0.56,0.5384615384615385,1.4480694097861998e+21
789,0.02,0.56,0.576923076923077,1.4480694097861998e+21
790,0.02,0.56,0.6153846153846154,1.4480694097861998e+21
791,0.02,0.56,0.6538461538461539,-inf
792,0.02,0.56,0.6923076923076923,-inf
793,0.02,0.56,0.7307692307692308,-inf
794,0.02,0.56,0.7692307692307693,-inf
795,0.02,0.56,0.8076923076923077,-inf
796,0.02,0.56,0.8461538461538463,-inf
797,0.02,0.56,0.8846153846153847,-inf
798,0.02,0.56,0.9230769230769231,-inf
799,0.02,0.56,0.9615384615384616,-inf
800,0.02,0.64,0.038461538461538464,1.4203992936756355e+21
801,0.02,0.64,0.07692307692307693,1.4203992936756355e+21
802,0.02,0.64,0.11538461538461539,1.4203992936756355e+21
803,0.02,0.64,0.15384615384615385,1.4203992936756355e+21
804,0.02,0.64,0.19230769230769232,1.4203992936756355e+21
805,0.02,0.64,0.23076923076923078,1.4203992936756355e+21
806,0.02,0.64,0.2692307692307693,1.4203992936756355e+21
807,0.02,0.64,0.3076923076923077,1.4480694097861998e+21
808,0.02,0.64,0.34615384615384615,1.4203992936756355e+21
809,0.02,0.64,0.38461538461538464,1.4203992936756355e+21
810,0.02,0.64,0.42307692307692313,1.4203992936756355e+21
811,0.02,0.64,0.46153846153846156,1.4203992936756355e+21
812,0.02,0.64,0.5,1.4203992936756355e+21
813,0.02,0.64,0.5384615384615385,1.4203992936756355e+21
814,0.02,0.64,0.576923076923077,1.4203992936756355e+21
815,0.02,0.64,0.6153846153846154,1.4480694097861998e+21
816,0.02,0.64,0.6538461538461539,1.4203992936756355e+21
817,0.02,0.64,0.6923076923076923,1.4203992936756355e+21
818,0.02,0.64,0.7307692307692308,1.4203992936756355e+21
819,0.02,0.64,0.7692307692307693,-inf
820,0.02,0.64,0.8076923076923077,-inf
821,0.02,0.64,0.8461538461538463,-inf
822,0.02,0.64,0.8846153846153847,-inf
823,0.02,0.64,0.9230769230769231,-inf
824,0.02,0.64,0.9615384615384616,-inf
825,0.02,0.72,0.038461538461538464,1.4480694097861998e+21
826,0.02,0.72,0.07692307692307693,1.4203992936756355e+21
827,0.02,0.72,0.11538461538461539,1.4203992936756355e+21
828,0.02,0.72,0.15384615384615385,1.4203992936756355e+21
829,0.02,0.72,0.19230769230769232,1.4203992936756355e+21
830,0.02,0.72,0.23076923076923078,1.4203992936756355e+21
831,0.02,0.72,0.2692307692307693,1.4203992936756355e+21
832,0.02,0.72,0.3076923076923077,1.4480694097861998e+21
833,0.02,0.72,0.34615384615384615,1.4203992936756355e+21
834,0.02,0.72,0.38461538461538464,1.4203992936756355e+21
835,0.02,0.72,0.42307692307692313,1.4203992936756355e+21
836,0.02,0.72,0.46153846153846156,1.4203992936756355e+21
837,0.02,0.72,0.5,1.4203992936756355e+21
838,0.02,0.72,0.5384615384615385,1.4203992936756355e+21
839,0.02,0.72,0.576923076923077,1.4203992936756355e+21
840,0.02,0.72,0.6153846153846154,1.4203992936756355e+21
841,0.02,0.72,0.6538461538461539,1.4203992936756355e+21
842,0.02,0.72,0.6923076923076923,1.4480694097861998e+21
843,0.02,0.72,0.7307692307692308,1.4480694097861998e+21
844,0.02,0.72,0.7692307692307693,-inf
845,0.02,0.72,0.8076923076923077,-inf
846,0.02,0.72,0.8461538461538463,-inf
847,0.02,0.72,0.8846153846153847,-inf
848,0.02,0.72,0.9230769230769231,-inf
849,0.02,0.72,0.9615384615384616,-inf
850,0.02,0.8,0.038461538461538464,1.4203992936756355e+21
851,0.02,0.8,0.07692307692307693,1.4203992936756355e+21
852,0.02,0.8,0.11538461538461539,1.4203992936756355e+21
853,0.02,0.8,0.15384615384615385,1.4203992936756355e+21
854,0.02,0.8,0.19230769230769232,1.4203992936756355e+21
855,0.02,0.8,0.23076923076923078,1.4480694097861998e+21
856,0.02,0.8,0.2692307692307693,1.4203992936756355e+21
857,0.02,0.8,0.3076923076923077,1.4203992936756355e+21
858,0.02,0.8,0.34615384615384615,1.4203992936756355e+21
859,0.02,0.8,0.38461538461538464,1.4203992936756355e+21
860,0.02,0.8,0.42307692307692313,1.4203992936756355e+21
861,0.02,0.8,0.46153846153846156,1.4203992936756355e+21
862,0.02,0.8,0.5,1.4203992936756355e+21
863,0.02,0.8,0.5384615384615385,1.4203992936756355e+21
864,0.02,0.8,0.576923076923077,1.4203992936756355e+21
865,0.02,0.8,0.6153846153846154,1.4203992936756355e+21
866,0.02,0.8,0.6538461538461539,1.4203992936756355e+21
867,0.02,0.8,0.6923076923076923,1.4203992936756355e+21
868,0.02,0.8,0.7307692307692308,1.4203992936756355e+21
869,0.02,0.8,0.7692307692307693,-inf
870,0.02,0.8,0.8076923076923077,1.4480694097861998e+21
871,0.02,0.8,0.8461538461538463,-inf
872,0.02,0.8,0.8846153846153847,-inf
873,0.02,0.8,0.9230769230769231,-inf
874,0.02,0.8,0.9615384615384616,-inf
875,0.02,0.88,0.038461538461538464,1.4203992936756355e+21
876,0.02,0.88,0.07692307692307693,1.4203992936756355e+21
877,0.02,0.88,0.11538461538461539,1.4203992936756355e+21
878,0.02,0.88,0.15384615384615385,1.4203992936756355e+21
879,0.02,0.88,0.19230769230769232,1.4203992936756355e+21
880,0.02,0.88,0.23076923076923078,1.4203992936756355e+21
881,0.02,0.88,0.2692307692307693,1.4203992936756355e+21
882,0.02,0.88,0.3076923076923077,1.4203992936756355e+21
883,0.02,0.88,0.34615384615384615,1.4203992936756355e+21
884,0.02,0.88,0.38461538461538464,1.4203992936756355e+21
885,0.02,0.88,0.42307692307692313,1.4203992936756355e+21
886,0.02,0.88,0.46153846153846156,1.4480694097861998e+21
887,0.02,0.88,0.5,1.4203992936756355e+21
888,0.02,0.88,0.5384615384615385,1.4480694097861998e+21
889,0.02,0.88,0.576923076923077,1.4203992936756355e+21
890,0.02,0.88,0.6153846153846154,1.4203992936756355e+21
891,0.02,0.88,0.6538461538461539,1.4203992936756355e+21
892,0.02,0.88,0.6923076923076923,1.4480694097861998e+21
893,0.02,0.88,0.7307692307692308,1.4480694097861998e+21
894,0.02,0.88,0.7692307692307693,-inf
895,0.02,0.88,0.8076923076923077,-inf
896,0.02,0.88,0.8461538461538463,1.4203992936756355e+21
897,0.02,0.88,0.8846153846153847,1.4203992936756355e+21
898,0.02,0.88,0.9230769230769231,-inf
899,0.02,0.88,0.9615384615384616,-inf
900,0.02,0.96,0.038461538461538464,1.4203992936756355e+21
901,0.02,0.96,0.07692307692307693,1.4203992936756355e+21
902,0.02,0.96,0.11538461538461539,1.4480694097861998e+21
903,0.02,0.96,0.15384615384615385,1.4480694097861998e+21
904,0.02,0.96,0.19230769230769232,1.4203992936756355e+21
905,0.02,0.96,0.23076923076923078,1.4203992936756355e+21
906,0.02,0.96,0.2692307692307693,1.4203992936756355e+21
907,0.02,0.96,0.3076923076923077,1.4203992936756355e+21
908,0.02,0.96,0.34615384615384615,1.4203992936756355e+21
909,0.02,0.96,0.38461538461538464,1.4203992936756355e+21
910,0.02,0.96,0.42307692307692313,1.4203992936756355e+21
911,0.02,0.96,0.46153846153846156,1.4203992936756355e+21
912,0.02,0.96,0.5,1.4203992936756355e+21
913,0.02,0.96,0.5384615384615385,1.4203992936756355e+21
914,0.02,0.96,0.576923076923077,1.4203992936756355e+21
915,0.02,0.96,0.6153846153846154,1.4203992936756355e+21
916,0.02,0.96,0.6538461538461539,1.4480694097861998e+21
917,0.02,0.96,0.6923076923076923,1.4203992936756355e+21
918,0.02,0.96,0.7307692307692308,1.4203992936756355e+21
919,0.02,0.96,0.7692307692307693,1.4203992936756355e+21
920,0.02,0.96,0.8076923076923077,-inf
921,0.02,0.96,0.8461538461538463,-inf
922,0.02,0.96,0.8846153846153847,-inf
923,0.02,0.96,0.9230769230769231,-inf
924,0.02,0.96,0.9615384615384616,-inf
925,0.02,1.04,0.038461538461538464,1.4203992936756355e+21
926,0.02,1.04,0.07692307692307693,1.4203992936756355e+21
927,0.02,1.04,0.11538461538461539,1.4203992936756355e+21
928,0.02,1.04,0.15384615384615385,1.4203992936756355e+21
929,0.02,1.04,0.19230769230769232,1.4203992936756355e+21
930,0.02,1.04,0.23076923076923078,1.4203992936756355e+21
931,0.02,1.04,0.2692307692307693,1.4203992936756355e+21
932,0.02,1.04,0.3076923076923077,1.4203992936756355e+21
933,0.02,1.04,0.34615384615384615,1.4203992936756355e+21
934,0.02,1.04,0.38461538461538464,1.4203992936756355e+21
935,0.02,1.04,0.42307692307692313,1.4203992936756355e+21
936,0.02,1.04,0.46153846153846156,1.4203992936756355e+21
937,0.02,1.04,0.5,1.4203992936756355e+21
938,0.02,1.04,0.5384615384615385,1.4203992936756355e+21
939,0.02,1.04,0.576923076923077,1.4203992936756355e+21
940,0.02,1.04,0.6153846153846154,1.4203992936756355e+21
941,0.02,1.04,0.6538461538461539,1.4203992936756355e+21
942,0.02,1.04,0.6923076923076923,1.4203992936756355e+21
943,0.02,1.04,0.7307692307692308,1.4480694097861998e+21
944,0.02,1.04,0.7692307692307693,1.4480694097861998e+21
945,0.02,1.04,0.8076923076923077,1.4480694097861998e+21
946,0.02,1.04,0.8461538461538463,1.4203992936756355e+21
947,0.02,1.04,0.8846153846153847,-inf
948,0.02,1.04,0.9230769230769231,-inf
949,0.02,1.04,0.9615384615384616,-inf
950,0.02,1.12,0.038461538461538464,1.4203992936756355e+21
951,0.02,1.12,0.07692307692307693,1.4203992936756355e+21
952,0.02,1.12,0.11538461538461539,1.4203992936756355e+21
953,0.02,1.12,0.15384615384615385,1.4203992936756355e+21
954,0.02,1.12,0.19230769230769232,1.4203992936756355e+21
955,0.02,1.12,0.23076923076923078,1.4203992936756355e+21
956,0.02,1.12,0.2692307692307693,1.4203992936756355e+21
957,0.02,1.12,0.3076923076923077,1.4203992936756355e+21
958,0.02,1.12,0.34615384615384615,1.4480694097861998e+21
959,0.02,1.12,0.38461538461538464,1.4203992936756355e+21
960,0.02,1.12,0.42307692307692313,1.4203992936756355e+21
961,0.02,1.12,0.46153846153846156,1.4203992936756355e+21
962,0.02,1.12,0.5,1.4203992936756355e+21
963,0.02,1.12,0.5384615384615385,1.4203992936756355e+21
964,0.02,1.12,0.576923076923077,1.4480694097861998e+21
965,0.02,1.12,0.6153846153846154,1.4203992936756355e+21
966,0.02,1.12,0.6538461538461539,1.4480694097861998e+21
967,0.02,1.12,0.6923076923076923,1.4203992936756355e+21
968,0.02,1.12,0.7307692307692308,1.4203992936756355e+21
969,0.02,1.12,0.7692307692307693,1.4203992936756355e+21
970,0.02,1.12,0.8076923076923077,1.4203992936756355e+21
971,0.02,1.12,0.8461538461538463,-inf
972,0.02,1.12,0.8846153846153847,-inf
973,0.02,1.12,0.9230769230769231,-inf
974,0.02,1.12,0.9615384615384616,-inf
975,0.02,1.2,0.038461538461538464,1.4203992936756355e+21
976,0.02,1.2,0.07692307692307693,1.4203992936756355e+21
977,0.02,1.2,0.11538461538461539,1.4203992936756355e+21
978,0.02,1.2,0.15384615384615385,1.4203992936756355e+21
979,0.02,1.2,0.19230769230769232,1.4203992936756355e+21
980,0.02,1.2,0.23076923076923078,1.4203992936756355e+21
981,0.02,1.2,0.2692307692307693,1.4203992936756355e+21
982,0.02,1.2,0.3076923076923077,1.4203992936756355e+21
983,0.02,1.2,0.34615384615384615,1.4203992936756355e+21
984,0.02,1.2,0.38461538461538464,1.4203992936756355e+21
985,0.02,1.2,0.42307692307692313,1.4203992936756355e+21
986,0.02,1.2,0.46153846153846156,1.4203992936756355e+21
987,0.02,1.2,0.5,1.4203992936756355e+21
988,0.02,1.2,0.5384615384615385,1.4203992936756355e+21
989,0.02,1.2,0.576923076923077,1.4203992936756355e+21
990,0.02,1.2,0.6153846153846154,1.4203992936756355e+21
991,0.02,1.2,0.6538461538461539,1.4480694097861998e+21
