mu,rho,ll
0.264383,0.083566,-1406.52124
0.267606,0.086243,-1406.755249
0.265027,0.082116,-1406.784546
0.264776,0.08463,-1406.932861
0.267607,0.084435,-1406.230957
0.267607,0.084435,-1406.062256
0.267607,0.084435,-1406.281982
0.261485,0.080921,-1405.84082
0.261485,0.080921,-1406.291016
0.258989,0.080024,-1406.927002
0.258205,0.079151,-1406.439209
0.260164,0.081341,-1406.374512
0.260164,0.081341,-1407.660889
0.261298,0.081067,-1406.483887
0.261298,0.081067,-1406.470703
0.265721,0.079527,-1405.84314
0.263606,0.081879,-1406.724976
0.263606,0.081879,-1405.88855
0.267458,0.083547,-1406.448486
0.26357,0.083042,-1406.765259
0.264037,0.076224,-1405.627808
0.261154,0.076373,-1405.862183
0.266674,0.073169,-1405.002075
0.270695,0.076859,-1404.640503
0.274025,0.081328,-1405.867432
0.274025,0.081328,-1405.418945
0.274025,0.081328,-1404.941895
0.269099,0.077618,-1404.735229
0.265539,0.071996,-1404.884766
0.265539,0.071996,-1404.690308
0.269207,0.068879,-1404.50647
0.269641,0.069415,-1405.389648
0.267923,0.067787,-1403.869385
0.269065,0.063861,-1405.065918
0.269776,0.061737,-1405.428345
0.269112,0.061576,-1406.419556
0.267317,0.063032,-1405.040649
0.266169,0.06308,-1405.912231
0.266169,0.06308,-1405.83667
0.265902,0.062685,-1405.725952
0.265902,0.062685,-1405.432373
0.264777,0.067842,-1404.936523
0.264777,0.067842,-1404.432739
0.264777,0.067842,-1404.806396
0.264777,0.067842,-1405.344971
0.263996,0.063034,-1405.697632
0.263996,0.063034,-1405.951782
0.263996,0.063034,-1406.059814
0.269789,0.063658,-1405.530762
0.280227,0.060707,-1406.292725
0.280227,0.060707,-1406.66333
0.280227,0.060707,-1405.625488
0.280227,0.060707,-1406.286865
0.27844,0.065206,-1405.811279
0.274569,0.064494,-1404.883911
0.280312,0.0667,-1405.355713
0.270491,0.065543,-1405.577881
0.27039,0.065031,-1405.34375
0.274976,0.067779,-1405.044189
0.266626,0.062962,-1405.218018
0.276144,0.058911,-1406.520996
0.276144,0.058911,-1405.917847
0.273836,0.060248,-1405.976807
0.270953,0.059471,-1405.668457
0.279403,0.060167,-1406.297363
0.279403,0.060167,-1405.875977
0.278375,0.060117,-1406.475464
0.275996,0.061643,-1407.172607
0.275996,0.061643,-1405.902466
0.275394,0.06308,-1406.173462
0.271265,0.062457,-1405.873047
0.275225,0.066351,-1404.355225
0.275225,0.066351,-1403.923584
0.275225,0.066351,-1404.98877
0.282164,0.06679,-1405.551636
0.282164,0.06679,-1405.21582
0.279041,0.069978,-1404.849243
0.283274,0.07225,-1405.584229
0.280834,0.072596,-1405.138428
0.280834,0.072596,-1404.447754
0.275785,0.070639,-1404.575317
0.273484,0.076392,-1404.486328
0.278213,0.076491,-1405.229248
0.284948,0.081043,-1405.934326
0.280337,0.082138,-1406.368164
0.280337,0.082138,-1405.980957
0.280337,0.082138,-1406.738403
0.280337,0.082138,-1405.813477
0.284802,0.082497,-1406.653076
0.287587,0.077463,-1405.614014
0.290745,0.076202,-1406.246826
0.287197,0.073772,-1406.15918
0.289476,0.078155,-1406.297363
0.288283,0.076725,-1406.526367
0.280075,0.076388,-1405.47168
0.283361,0.077202,-1405.471191
0.29054,0.075516,-1406.453613
0.28687,0.07392,-1406.39563
0.28687,0.07392,-1406.722412
0.284154,0.074384,-1406.827026
0.280918,0.076918,-1405.827148
0.277625,0.074817,-1405.453125
0.27222,0.072771,-1404.552979
0.27222,0.072771,-1405.308838
0.271119,0.071451,-1405.07666
0.271119,0.071451,-1405.058594
0.269947,0.069393,-1404.551025
0.270434,0.071723,-1405.26416
0.269806,0.072467,-1404.643799
0.265901,0.07601,-1404.799683
0.265868,0.073616,-1405.610352
0.265868,0.073616,-1404.601807
0.266854,0.074092,-1405.262939
0.268191,0.076156,-1405.11377
0.268191,0.076156,-1405.016235
0.271394,0.077635,-1404.668945
0.271394,0.077635,-1405.722412
0.274152,0.085009,-1406.344727
0.275637,0.082552,-1404.792236
0.276351,0.076756,-1405.920044
0.280706,0.076589,-1405.531494
0.280706,0.076589,-1404.882812
0.287016,0.078241,-1406.765137
0.287016,0.078241,-1406.099609
0.287694,0.079952,-1407.068604
0.287328,0.075033,-1406.076782
0.282614,0.076446,-1406.057373
0.287171,0.076057,-1406.252808
0.288114,0.075464,-1405.880127
0.287502,0.074472,-1406.725708
0.286282,0.073613,-1406.216675
0.279188,0.070536,-1404.807617
0.277538,0.07748,-1404.280518
0.276182,0.076681,-1404.878418
0.278043,0.075629,-1405.757935
0.280973,0.075444,-1405.616455
0.27556,0.075746,-1405.792358
0.275378,0.078187,-1405.315674
0.269842,0.078207,-1405.476196
0.269842,0.078207,-1404.956787
0.265983,0.081603,-1405.604126
0.269611,0.077959,-1405.540894
0.267249,0.079164,-1405.329956
0.267249,0.079164,-1405.679688
0.267249,0.079164,-1405.801025
0.270113,0.082679,-1406.031006
0.267328,0.083076,-1406.401611
0.267834,0.082891,-1405.550049
0.262374,0.086392,-1407.39563
0.26203,0.08269,-1407.069092
0.257852,0.082139,-1407.688599
0.258283,0.079171,-1406.714478
0.257037,0.078122,-1406.605957
0.261526,0.078336,-1406.108398
0.261864,0.077772,-1405.849243
0.261864,0.077772,-1406.487671
0.261864,0.077772,-1405.567139
0.261505,0.08516,-1406.98999
0.257873,0.082244,-1407.54895
0.258791,0.082567,-1406.615479
0.258791,0.082567,-1407.143555
0.258791,0.082567,-1406.712524
0.264438,0.085142,-1408.043701
0.260545,0.083255,-1406.671143
0.264887,0.086244,-1407.184814
0.264566,0.080702,-1405.325195
0.265416,0.078318,-1405.128784
0.265416,0.078318,-1405.189697
0.263006,0.077529,-1405.70459
0.266109,0.080582,-1405.368042
0.266109,0.080582,-1406.26001
0.267615,0.081086,-1406.12439
0.274293,0.079549,-1404.927979
0.274293,0.079549,-1405.406738
0.273165,0.082569,-1405.524414
0.270395,0.08158,-1406.114258
0.268968,0.085157,-1406.63501
0.26552,0.086344,-1407.252441
0.266701,0.086063,-1406.699219
0.26757,0.085024,-1406.61792
0.265896,0.082212,-1405.791992
0.265896,0.082212,-1406.050049
0.262678,0.086152,-1406.91626
0.263964,0.086801,-1407.406006
0.265722,0.087725,-1407.452148
0.263978,0.085462,-1407.062256
0.263978,0.085462,-1406.86853
0.257754,0.088889,-1408.934448
0.260514,0.089137,-1408.015015
0.260514,0.089137,-1407.528442
0.26775,0.090404,-1407.375122
0.26775,0.090404,-1407.004517
0.262257,0.091363,-1408.099365
0.262034,0.093654,-1408.65979
0.259822,0.096759,-1410.057373
0.259822,0.096759,-1409.72168
0.259822,0.096759,-1409.834839
0.259822,0.096759,-1409.568359
0.259561,0.098596,-1410.951904
0.252725,0.090287,-1409.230469
0.252725,0.090287,-1410.132935
0.252122,0.087518,-1409.14917
0.254235,0.090695,-1410.140503
0.255896,0.09328,-1409.904541
0.255896,0.09328,-1409.91626
0.266457,0.089248,-1407.0979
0.274063,0.087348,-1406.045044
0.276683,0.09146,-1407.879028
0.276683,0.09146,-1408.265503
0.276683,0.09146,-1408.211304
0.275771,0.087236,-1406.972412
0.275771,0.087236,-1406.252686
0.277397,0.090449,-1408.212524
0.279217,0.090098,-1407.284058
0.274296,0.089073,-1407.502686
0.274296,0.089073,-1406.922485
0.27851,0.089579,-1407.556519
0.282049,0.089775,-1408.170532
0.28084,0.087653,-1407.739258
0.28092,0.087397,-1407.761597
0.279482,0.092769,-1408.72522
0.281204,0.093666,-1409.204956
0.283011,0.089314,-1408.086426
0.283761,0.092825,-1409.327881
0.285236,0.086681,-1407.722168
0.282298,0.084522,-1406.721558
0.27624,0.086892,-1406.315186
0.279864,0.086788,-1407.323608
0.275548,0.091896,-1408.489746
0.274508,0.09574,-1408.503662
0.274508,0.09574,-1409.469116
0.271768,0.097334,-1410.230713
0.26619,0.097068,-1409.008057
0.26619,0.097068,-1410.340332
0.26619,0.097068,-1409.993164
0.26619,0.097068,-1408.610474
0.263829,0.091779,-1408.88562
0.260067,0.093782,-1408.745605
0.263388,0.092752,-1409.155518
0.263388,0.092752,-1408.843262
0.265991,0.093078,-1408.80542
0.265991,0.093078,-1407.850952
0.267937,0.094466,-1409.511719
0.264761,0.096337,-1409.25
0.259834,0.096714,-1411.2854
0.25411,0.098678,-1411.80127
0.25511,0.095521,-1411.320557
0.25511,0.095521,-1411.3927
0.252954,0.093851,-1409.97876
0.251405,0.090909,-1410.663086
0.251405,0.090909,-1410.247314
0.248129,0.091229,-1410.922607
0.251762,0.091124,-1410.518799
0.253969,0.088598,-1409.000488
0.256745,0.087186,-1407.804443
0.253845,0.084132,-1408.572632
0.257926,0.081856,-1407.452393
0.257926,0.081856,-1406.513916
0.257006,0.083468,-1407.567627
0.258609,0.084602,-1407.435547
0.260486,0.081223,-1406.887939
0.26062,0.082189,-1406.916748
0.265818,0.081438,-1405.833862
0.261761,0.08192,-1406.414551
0.262817,0.085638,-1406.290649
0.261315,0.087548,-1406.313599
0.264317,0.086764,-1406.973999
0.264317,0.086764,-1407.046753
0.262802,0.08465,-1407.659058
0.262888,0.080976,-1407.115234
0.258618,0.081963,-1406.840332
0.26017,0.079851,-1406.636963
0.26017,0.079851,-1406.534668
0.26017,0.079851,-1407.031006
0.257819,0.076722,-1407.083618
0.262393,0.077568,-1405.504639
0.262393,0.077568,-1405.582642
0.262759,0.076173,-1405.989014
0.262759,0.076173,-1405.323853
0.262759,0.076173,-1404.45813
0.266517,0.079756,-1405.816528
0.266517,0.079756,-1405.333984
0.260656,0.081031,-1405.513428
0.257113,0.082447,-1407.160156
0.258332,0.079306,-1406.384399
0.263799,0.080848,-1406.595703
0.269605,0.080996,-1405.459473
0.274499,0.080986,-1405.511963
0.274499,0.080986,-1405.44043
0.27654,0.079609,-1405.535156
0.274043,0.081264,-1405.102783
0.277253,0.078978,-1405.453369
0.280349,0.08247,-1406.332764
0.280349,0.08247,-1406.615234
0.273032,0.082624,-1407.158325
0.273598,0.072975,-1404.257812
0.273598,0.072975,-1404.496338
0.273462,0.075397,-1404.929688
0.274186,0.070436,-1404.76001
0.279887,0.069113,-1405.883545
0.278895,0.071932,-1405.649292
0.276906,0.074113,-1405.037354
0.283961,0.070365,-1405.591187
0.283961,0.070365,-1405.477539
0.276299,0.06846,-1404.982056
0.274003,0.065199,-1404.642578
0.276037,0.065788,-1406.637817
0.272528,0.067969,-1405.468506
0.272528,0.067969,-1405.349976
0.267218,0.065846,-1405.493652
0.26713,0.064464,-1406.811523
0.266396,0.061875,-1405.861084
0.272844,0.066325,-1405.801147
0.268328,0.071313,-1405.088379
0.269864,0.072209,-1404.849243
0.269864,0.072209,-1404.94165
0.268145,0.070977,-1404.01123
0.270324,0.072309,-1404.531494
0.269387,0.0688,-1404.926514
0.272775,0.066688,-1405.256104
0.267929,0.069001,-1405.093628
0.267929,0.069001,-1404.932617
0.267929,0.069001,-1404.280518
0.267929,0.069001,-1404.979736
0.266611,0.069693,-1404.234619
0.266611,0.069693,-1404.650146
0.265743,0.066822,-1405.523682
0.265743,0.066822,-1404.19165
0.266961,0.066445,-1405.350586
0.26446,0.063839,-1405.052734
0.264038,0.068752,-1405.178955
0.264038,0.068752,-1404.828857
0.262692,0.073359,-1405.483276
0.262692,0.073359,-1405.010986
0.261372,0.072949,-1406.143188
0.259755,0.073279,-1406.250732
0.263388,0.076197,-1405.875977
0.264296,0.072592,-1404.57251
0.266574,0.069879,-1405.424316
0.267164,0.066292,-1406.258057
0.268234,0.066742,-1405.299072
0.268234,0.066742,-1405.174072
0.269377,0.068198,-1405.409912
0.275001,0.072891,-1405.149658
0.273611,0.068648,-1405.259033
0.275269,0.069818,-1404.500977
0.278367,0.066881,-1405.548828
0.275971,0.069303,-1404.838379
0.279758,0.069187,-1404.792969
0.280484,0.06887,-1404.679199
0.279685,0.06641,-1405.056152
0.27572,0.064815,-1405.312256
0.276483,0.064816,-1404.64563
0.274746,0.066955,-1404.889648
0.269095,0.065603,-1405.552734
0.268497,0.066512,-1405.923096
0.268497,0.066512,-1404.981445
0.270508,0.067442,-1404.66394
0.272026,0.06924,-1404.954712
0.277154,0.070238,-1405.13501
0.276243,0.069913,-1404.665894
0.274736,0.070364,-1405.029907
0.276568,0.069689,-1404.816528
0.272681,0.068973,-1404.562744
0.268458,0.066064,-1405.243896
0.270214,0.06365,-1404.95166
0.270214,0.06365,-1404.839844
0.268084,0.06624,-1405.38623
0.268084,0.06624,-1405.341553
0.273759,0.065455,-1404.357422
0.277597,0.060392,-1406.281738
0.281004,0.061862,-1405.303467
0.281735,0.065355,-1405.043579
0.281735,0.065355,-1405.207886
0.276941,0.061263,-1406.133301
0.27665,0.055511,-1407.130859
0.274958,0.053212,-1407.403687
0.275357,0.054289,-1408.045166
0.278608,0.055719,-1406.910278
0.277632,0.057958,-1405.80957
0.276076,0.059785,-1406.780396
0.276076,0.059785,-1407.072266
0.275184,0.062922,-1405.460449
0.275184,0.062922,-1405.452637
0.276987,0.062207,-1405.95105
0.278882,0.060796,-1405.564697
0.274426,0.055326,-1406.362061
0.27398,0.058132,-1406.154053
0.27398,0.058132,-1406.461182
0.27398,0.058132,-1406.50415
0.277979,0.061277,-1405.626831
0.274243,0.059149,-1407.02356
0.276965,0.062847,-1404.71167
0.276965,0.062847,-1404.825684
