mu,rho,ll
0.35544,0.138451,-1905.576538
0.354361,0.137708,-1903.897461
0.352891,0.138291,-1903.351318
0.351218,0.139033,-1901.995972
0.350184,0.136321,-1903.585815
0.350521,0.136867,-1902.460693
0.348063,0.136104,-1902.912964
0.346186,0.140348,-1903.215576
0.34481,0.138701,-1902.285278
0.34481,0.138701,-1899.693359
0.34481,0.138701,-1901.835327
0.340465,0.137105,-1903.910156
0.3456,0.136223,-1900.376099
0.34393,0.128313,-1898.866699
0.344628,0.123377,-1904.85791
0.345674,0.12074,-1902.31897
0.343973,0.12129,-1900.508789
0.348431,0.12261,-1902.911133
0.344811,0.123797,-1901.396973
0.345238,0.127394,-1901.991699
0.344729,0.125794,-1905.832031
0.343998,0.12385,-1900.708252
0.34088,0.126794,-1899.614746
0.343231,0.127153,-1899.018555
0.348153,0.128731,-1902.197876
0.350063,0.133366,-1901.210938
0.350858,0.139353,-1904.438721
0.351054,0.139702,-1902.163086
0.352293,0.134865,-1902.52124
0.35359,0.130661,-1903.845825
0.35359,0.130661,-1901.447876
0.358035,0.128745,-1906.221069
0.359088,0.128674,-1904.584961
0.355616,0.127676,-1903.199829
0.355616,0.127676,-1904.419189
0.357521,0.130324,-1903.266113
0.360629,0.129696,-1905.503418
0.360629,0.129696,-1907.049805
0.360403,0.125614,-1905.838135
0.360403,0.125614,-1905.216553
0.361532,0.124331,-1904.895752
0.361532,0.124331,-1905.944214
0.364748,0.126402,-1907.499268
0.366848,0.124089,-1906.168701
0.366848,0.124089,-1909.003296
0.368986,0.119575,-1910.945435
0.368803,0.117754,-1909.639648
0.368603,0.115321,-1909.548218
0.368603,0.115321,-1910.827759
0.368603,0.115321,-1909.114014
0.368603,0.115321,-1909.93457
0.371809,0.116063,-1910.409912
0.371809,0.116063,-1911.05249
0.369068,0.11841,-1909.980713
0.369448,0.12056,-1908.866821
0.368118,0.118164,-1909.136475
0.368118,0.118164,-1909.034302
0.368118,0.118164,-1908.586426
0.364444,0.114045,-1908.457764
0.364499,0.108211,-1910.581787
0.361147,0.10985,-1908.041382
0.361147,0.10985,-1907.77832
0.358013,0.112922,-1905.343262
0.357933,0.116808,-1906.186035
0.354552,0.114896,-1905.371338
0.354552,0.114896,-1903.612427
0.352661,0.113099,-1904.28772
0.352661,0.113099,-1905.797852
0.352661,0.113099,-1904.337036
0.353621,0.118358,-1903.572754
0.353621,0.118358,-1904.30835
0.356626,0.120218,-1905.466553
0.358961,0.117944,-1905.774902
0.360385,0.117337,-1905.931519
0.357373,0.114318,-1907.127197
0.357373,0.114318,-1905.585693
0.357373,0.114318,-1906.227905
0.357476,0.117454,-1906.230957
0.357476,0.117454,-1905.623291
0.357476,0.117454,-1905.903076
0.357476,0.117454,-1906.422607
0.359272,0.120284,-1905.21582
0.357804,0.11785,-1905.701904
0.354826,0.119521,-1903.760986
0.351987,0.120611,-1902.264282
0.351359,0.119381,-1904.512939
0.354049,0.120093,-1904.89917
0.352262,0.121806,-1905.845703
0.353403,0.119266,-1904.731201
0.353403,0.119266,-1902.956543
0.35047,0.117998,-1902.989014
0.35047,0.117998,-1903.935791
0.35047,0.117998,-1904.198486
0.352744,0.113332,-1905.035034
0.351743,0.113482,-1904.46106
0.348237,0.116283,-1904.13623
0.348983,0.117926,-1901.251953
0.348983,0.117926,-1904.359985
0.348883,0.117313,-1902.668213
0.345115,0.119878,-1899.712402
0.348871,0.125832,-1901.989624
0.348467,0.125836,-1900.707031
0.350051,0.126786,-1902.264648
0.349417,0.128169,-1902.659912
0.349417,0.128169,-1901.560791
0.352768,0.129568,-1903.209229
0.350104,0.130014,-1901.939087
0.349003,0.127345,-1902.030273
0.349003,0.127345,-1902.893555
0.349003,0.127345,-1903.309692
0.346194,0.127918,-1905.593018
0.346194,0.127918,-1902.79187
0.346194,0.127918,-1901.736572
0.348835,0.131835,-1901.773926
0.348835,0.131835,-1901.196411
0.349795,0.132323,-1900.516602
0.351742,0.130158,-1904.020142
0.358116,0.131886,-1904.67041
0.358116,0.131886,-1904.030518
0.359829,0.133926,-1905.938965
0.36326,0.134449,-1906.680664
0.368203,0.134603,-1908.803467
0.369275,0.141577,-1909.822754
0.372745,0.142372,-1909.680786
0.375376,0.145284,-1910.860596
0.375376,0.145284,-1910.732788
0.375376,0.145284,-1911.947144
0.375376,0.145284,-1912.560059
0.375376,0.145284,-1911.118652
0.373647,0.14467,-1911.732056
0.373647,0.14467,-1912.090942
0.373647,0.14467,-1911.678223
0.377658,0.145845,-1912.043823
0.377243,0.144455,-1912.286377
0.377243,0.144455,-1913.724731
0.372433,0.141783,-1910.464722
0.371307,0.136481,-1910.723633
0.369932,0.136061,-1909.753662
0.371709,0.131566,-1909.125122
0.370419,0.132739,-1909.64209
0.370099,0.134789,-1910.149536
0.375164,0.140684,-1910.052002
0.375164,0.140684,-1910.778564
0.375164,0.140684,-1912.219116
0.375164,0.140684,-1912.06665
0.375164,0.140684,-1911.810791
0.375164,0.140684,-1910.877075
0.378331,0.140428,-1911.92688
0.378331,0.140428,-1912.911621
0.374743,0.138663,-1909.584595
0.374743,0.138663,-1913.017334
0.374743,0.138663,-1911.273804
0.376086,0.13439,-1911.164307
0.37385,0.133047,-1912.026855
0.37385,0.133047,-1911.28186
0.369558,0.129293,-1908.393188
0.364559,0.135426,-1906.823853
0.364267,0.136976,-1907.461914
0.361592,0.13767,-1906.21106
0.361592,0.13767,-1905.299316
0.360359,0.144987,-1906.511475
0.365008,0.143729,-1907.5354
0.363435,0.144377,-1907.638672
0.363435,0.144377,-1907.088623
0.362313,0.14762,-1907.560059
0.359683,0.149017,-1907.141602
0.359683,0.149017,-1905.378906
0.359946,0.152538,-1908.355469
0.359946,0.152538,-1907.873535
0.359313,0.155409,-1907.00708
0.358607,0.153386,-1907.463867
0.355355,0.155029,-1905.038574
0.355077,0.155745,-1905.985718
0.350776,0.157505,-1905.795044
0.352441,0.158142,-1906.77832
0.352091,0.158312,-1905.467773
0.352091,0.158312,-1905.80481
0.34926,0.156333,-1904.155273
0.352621,0.158107,-1904.224243
0.352621,0.158107,-1905.572632
0.350955,0.159466,-1905.235352
0.35359,0.164163,-1905.822754
0.356468,0.161201,-1907.787598
0.355364,0.161379,-1907.198608
0.355364,0.161379,-1908.807983
0.355364,0.161379,-1906.07605
0.360631,0.161332,-1909.172241
0.359775,0.157064,-1908.765747
0.359314,0.155043,-1907.891113
0.359768,0.155477,-1907.907959
0.361628,0.152682,-1908.822632
0.360238,0.151184,-1907.257812
0.360238,0.151184,-1907.395752
0.360238,0.151184,-1907.202759
0.363,0.151927,-1908.106689
0.363225,0.153434,-1909.790161
0.363225,0.153434,-1907.124268
0.363225,0.153434,-1908.711548
0.363225,0.153434,-1906.983154
0.363225,0.153434,-1908.741455
0.363225,0.153434,-1907.24646
0.359549,0.154281,-1906.650146
0.359549,0.154281,-1907.17981
0.360282,0.158167,-1907.286377
0.360282,0.158167,-1908.315063
0.360282,0.158167,-1909.513184
