mu,rho,ll
0.379994,1.0,-2420.334473
0.380729,1.0,-2425.563721
0.382083,1.0,-2429.795898
0.381929,1.0,-2427.052002
0.382713,1.0,-2421.111572
0.382713,1.0,-2428.293945
0.382713,1.0,-2423.064697
0.383576,1.0,-2430.828369
0.383562,1.0,-2426.959229
0.385609,1.0,-2432.582031
0.383532,1.0,-2433.466797
0.383062,1.0,-2423.001953
0.381706,1.0,-2428.855469
0.381896,1.0,-2432.029541
0.381896,1.0,-2429.54541
0.38227,1.0,-2425.115479
0.382551,1.0,-2423.623047
0.381826,1.0,-2427.200684
0.38285,1.0,-2424.862305
0.384331,1.0,-2424.282959
0.384631,1.0,-2428.466553
0.385173,1.0,-2422.862061
0.385173,1.0,-2424.206787
0.386061,1.0,-2425.896973
0.385514,1.0,-2423.791992
0.385056,1.0,-2422.093994
0.385056,1.0,-2421.30127
0.384937,1.0,-2421.487793
0.384937,1.0,-2424.127441
0.384937,1.0,-2424.813721
0.384937,1.0,-2423.146973
0.384937,1.0,-2423.890137
0.383743,1.0,-2420.754883
0.385435,1.0,-2420.26123
0.384879,1.0,-2422.037598
0.384879,1.0,-2426.806396
0.384519,1.0,-2425.992676
0.384614,1.0,-2430.912109
0.386171,1.0,-2429.710693
0.386171,1.0,-2424.696777
0.384121,1.0,-2427.766846
0.384121,1.0,-2422.20459
0.383545,1.0,-2427.77002
0.383545,1.0,-2424.15332
0.383279,1.0,-2423.185059
0.382505,1.0,-2428.130371
0.382505,1.0,-2425.062012
0.383147,1.0,-2428.166504
0.383419,1.0,-2426.998535
0.382958,1.0,-2425.738037
0.384566,1.0,-2424.233887
0.383564,1.0,-2421.023438
0.383564,1.0,-2427.951416
0.383687,1.0,-2424.605957
0.383687,1.0,-2424.060059
0.382313,1.0,-2429.379395
0.382313,1.0,-2427.701904
0.382382,1.0,-2426.023682
0.382382,1.0,-2431.332031
0.382382,1.0,-2421.67334
0.382382,1.0,-2427.033691
0.384372,1.0,-2424.966309
0.385183,1.0,-2430.442871
0.385183,1.0,-2423.458252
0.386555,1.0,-2428.562012
0.387847,1.0,-2425.545654
0.387847,1.0,-2423.390381
0.38519,1.0,-2425.88916
0.384962,1.0,-2424.494141
0.382914,1.0,-2422.382812
0.384401,1.0,-2428.044922
0.384401,1.0,-2426.054199
0.385452,1.0,-2424.730469
0.385173,1.0,-2428.156006
0.385173,1.0,-2424.29834
0.384887,1.0,-2426.209473
0.384887,1.0,-2422.34082
0.384887,1.0,-2426.281982
0.385323,1.0,-2433.221191
0.385144,1.0,-2415.392578
0.383822,1.0,-2422.373047
0.383822,1.0,-2427.964111
0.383822,1.0,-2425.181885
0.382199,1.0,-2426.890137
0.382199,1.0,-2424.973145
0.382794,1.0,-2419.800781
0.381648,1.0,-2426.193604
0.381648,1.0,-2428.397949
0.381648,1.0,-2425.07959
0.381648,1.0,-2421.054932
0.381476,1.0,-2424.151855
0.382109,1.0,-2427.35498
0.382109,1.0,-2427.370361
0.382109,1.0,-2421.034668
0.382663,1.0,-2424.767822
0.384287,1.0,-2429.253662
0.384931,1.0,-2426.802979
0.384931,1.0,-2427.862305
0.384311,1.0,-2427.69873
0.384311,1.0,-2422.890625
0.384311,1.0,-2423.44751
0.384311,1.0,-2425.640625
0.384311,1.0,-2424.737061
0.385057,1.0,-2426.055176
0.385057,1.0,-2427.675293
0.384491,1.0,-2426.353516
0.384541,1.0,-2423.308838
0.384541,1.0,-2425.519043
0.384881,1.0,-2420.851074
0.385548,1.0,-2425.60791
0.385548,1.0,-2425.565918
0.385548,1.0,-2425.927734
0.384796,1.0,-2426.144043
0.383365,1.0,-2427.126465
0.38277,1.0,-2426.851562
0.381431,1.0,-2426.083984
0.381316,1.0,-2427.18335
0.380907,1.0,-2420.987793
0.380907,1.0,-2425.123535
0.380974,1.0,-2426.611328
0.380974,1.0,-2423.788574
0.380187,1.0,-2424.022217
0.38025,1.0,-2424.206543
0.38025,1.0,-2425.268066
0.381286,1.0,-2426.779297
0.380636,1.0,-2429.566406
0.380065,1.0,-2429.190674
0.380065,1.0,-2424.158936
0.380535,1.0,-2430.296387
0.380449,1.0,-2421.321777
0.380449,1.0,-2431.303223
0.380893,1.0,-2424.950439
0.380837,1.0,-2432.179199
0.37923,1.0,-2424.08374
0.379012,1.0,-2427.237305
0.378913,1.0,-2425.895996
0.379321,1.0,-2423.217773
0.37789,1.0,-2424.990967
0.37789,1.0,-2424.912598
0.37789,1.0,-2422.954102
0.377688,1.0,-2427.000244
0.375618,1.0,-2424.820801
0.375534,1.0,-2424.269531
0.375061,1.0,-2424.342285
0.375061,1.0,-2422.536133
0.3756,1.0,-2425.972656
0.376081,1.0,-2422.932861
0.376799,1.0,-2423.469238
0.376799,1.0,-2422.922852
0.377526,1.0,-2430.13916
0.377526,1.0,-2427.617432
0.375885,1.0,-2425.793457
0.375885,1.0,-2424.365723
0.377355,1.0,-2427.582031
0.377355,1.0,-2425.749512
0.377964,1.0,-2424.971191
0.377964,1.0,-2428.742432
0.379703,1.0,-2427.27832
0.380334,1.0,-2421.971191
0.380334,1.0,-2428.021484
0.380334,1.0,-2423.598145
0.380334,1.0,-2419.523438
0.38029,1.0,-2425.437744
0.380606,1.0,-2428.455078
0.381895,1.0,-2421.119873
0.381895,1.0,-2429.126465
0.381895,1.0,-2421.882812
0.381895,1.0,-2427.937988
0.381811,1.0,-2430.100586
0.381811,1.0,-2423.175781
0.382506,1.0,-2427.574951
0.382466,1.0,-2426.75293
0.382466,1.0,-2424.907959
0.382287,1.0,-2424.615234
0.379368,1.0,-2424.804443
0.378125,1.0,-2422.719727
0.378125,1.0,-2426.174561
0.378125,1.0,-2424.281982
0.378226,1.0,-2425.249756
0.37711,1.0,-2419.273438
0.37711,1.0,-2425.859375
0.377237,1.0,-2429.070312
0.377237,1.0,-2425.164551
0.378628,1.0,-2427.855957
0.378628,1.0,-2426.70459
0.379984,1.0,-2423.787109
0.379451,1.0,-2425.47168
0.379096,1.0,-2422.368408
0.379096,1.0,-2425.647461
0.379096,1.0,-2424.148438
0.378109,1.0,-2431.074951
0.376514,1.0,-2422.8125
0.37713,1.0,-2420.198486
0.37713,1.0,-2424.008789
0.377961,1.0,-2428.263916
0.377961,1.0,-2428.554199
0.377961,1.0,-2424.397217
0.377228,1.0,-2429.445557
0.37913,1.0,-2426.766113
0.380688,1.0,-2426.502441
0.382445,1.0,-2424.65332
0.379903,1.0,-2424.913818
0.380726,1.0,-2424.275146
0.381828,1.0,-2421.729004
0.381784,1.0,-2423.496094
0.382273,1.0,-2428.67041
0.382273,1.0,-2425.39209
0.380667,1.0,-2420.181396
0.380667,1.0,-2429.732178
0.380667,1.0,-2426.612305
0.381778,1.0,-2423.151367
0.381778,1.0,-2424.791992
0.381778,1.0,-2423.30542
0.380176,1.0,-2426.010742
0.380176,1.0,-2424.724609
0.380275,1.0,-2422.335205
0.380852,1.0,-2421.009766
0.380852,1.0,-2426.672852
0.381518,1.0,-2423.92041
0.381518,1.0,-2420.459473
0.381518,1.0,-2417.421143
0.3795,1.0,-2427.549072
0.378859,1.0,-2426.475586
0.378859,1.0,-2425.392334
0.37873,1.0,-2426.388428
